"ID_Partner","ID_G","lfd_Nr_G","Partner"
5680,3006813,36240,"Köln,Kftm., Ravensberg,Gft., Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Braunschweig-Wolfenbüttel, Hzm, Hessen-Kassel,Gft., "
5681,3006813,36239,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Braunschweig-Wolfenbüttel, Hzm, Hessen-Kassel,Gft., "
5682,3006813,36241,"Köln,Kftm., Ravensberg,Gft., Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Braunschweig-Wolfenbüttel, Hzm, "
5683,3006813,36238,"Köln,Kftm., "
5684,3006813,36237,"Köln,Kftm., Ravensberg,Gft., "
5691,3006813,36243,"Köln,Kftm., Ravensberg,Gft., Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5692,3006836,36310,"Hessen-Kassel,Gft., "
5693,3006854,36349,"Württemberg,Hzm., "
5694,3006854,36351,"Württemberg,Hzm., "
5695,3006854,36350,"Württemberg,Hzm., "
5696,3006885,36414,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
5697,3006885,36416,"Braunschweig-Lüneburg, Kftm, "
5698,3006885,36415,"Hessen-Darmstadt,Gft., "
5699,3006887,36422,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5700,3006887,36424,"Braunschweig-Lüneburg, Kftm, "
5701,3006887,36423,"Hessen-Kassel,Gft., "
5702,3006893,36438,"Sachsen,Kftm., "
5703,3006893,36437,"Sachsen,Kftm., "
5704,3006895,36441,"Braunschweig-Lüneburg, Kftm, "
5705,3007084,36701,"Hamburg,RSt, "
5706,3007084,36700,"Braunschweig-Lüneburg, Kftm, "
5707,3007086,36703,"Hessen-Kassel,Gft., "
5708,3007086,36704,"Frankfurt,RSt, "
5709,3007088,36707,"Ulm,RSt, "
5710,3007294,36958,"Braunschweig-Lüneburg, Kftm, "
5711,3007294,36960,"Braunschweig-Lüneburg, Kftm, "
5712,3007322,36997,"Braunschweig-Lüneburg, Kftm, "
5713,3007393,37078,"Braunschweig-Lüneburg, Kftm, "
5714,3007414,37107,"Braunschweig-Lüneburg, Kftm, "
5715,3007416,37111,"Braunschweig-Lüneburg, Kftm, "
5716,3007493,37212,"Braunschweig-Lüneburg, Kftm, "
5717,3007513,37255,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., Hessen-Kassel,Gft., "
5718,3007513,37253,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., Hessen-Kassel,Gft., "
5719,3007513,37254,"Braunschweig-Lüneburg, Kftm, "
5720,3007513,37256,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5722,3007513,37252,"Hessen-Kassel,Gft., Hessen-Kassel,Gft., "
5723,3007533,37294,"Sachsen,Kftm., "
5724,3007536,37303,"Hessen-Kassel,Gft., "
5725,3007548,37331,"Sachsen,Kftm., "
5726,3007548,37328,"Sachsen,Kftm., "
5727,3007548,37330,"Sachsen,Kftm., "
5728,3007548,37332,"Sachsen,Kftm., "
5729,3007549,37334,"Sachsen,Kftm., "
5730,3007549,37333,"Sachsen,Kftm., "
5731,3007549,37335,"Sachsen,Kftm., "
5732,3007550,37339,"Sachsen,Kftm., "
5733,3007550,37338,"Sachsen,Kftm., "
5734,3007645,37494,"Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5735,3007645,37495,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, "
5736,3007645,37496,"Köln,Kftm., "
5737,3007645,37497,"Köln,Kftm., "
5742,3007808,37727,"Braunschweig-Lüneburg, Kftm, "
5743,3007888,37833,"Pommern, "
5744,3007888,37834,"Pommern, "
5745,3007891,37843,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5746,3007891,37845,"Braunschweig-Lüneburg, Kftm, "
5747,3007891,37844,"Hessen-Kassel,Gft., "
5748,3007899,37869,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5749,3007899,37868,"Braunschweig-Lüneburg, Kftm, "
5750,3007899,37867,"Köln,Kftm., "
5751,3007901,37876,"Sachsen,Kftm., "
5752,3007901,37875,"Sachsen,Kftm., "
5753,3007902,37879,"Sachsen,Kftm., "
5754,3007902,37878,"Böhmen, Kgr, "
5755,3007906,37892,"Hessen-Kassel,Gft., "
5756,3007911,37905,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5757,3007911,37906,"Braunschweig-Lüneburg, Kftm, "
5758,3007911,37904,"Köln,Kftm., "
5759,3007932,37945,"Braunschweig-Lüneburg, Kftm, "
5760,3007961,37984,"Braunschweig-Lüneburg, Kftm, "
5761,3007961,37983,"Braunschweig-Lüneburg, Kftm, "
5762,3007998,38034,"Braunschweig-Lüneburg, Kftm, "
5763,3008011,38052,"Braunschweig-Lüneburg, Kftm, "
5764,3008016,38059,"Württemberg,Hzm., "
5765,3008099,38165,"Braunschweig-Lüneburg, Kftm, "
5766,3008128,38205,"Braunschweig-Lüneburg, Kftm, "
5767,3008140,38218,"Braunschweig-Lüneburg, Kftm, "
5768,3008164,38251,"Bayern, Kftm, Pfalz, Gft., "
5769,3008164,38253,"Bayern, Kftm, "
5770,3008164,38252,"Pfalz, Gft., "
5771,3008173,38266,"Braunschweig-Lüneburg, Kftm, "
5772,3008199,38301,"I, "
5773,3008204,38308,"Braunschweig-Wolfenbüttel, Hzm, "
5774,3008205,38310,"Braunschweig-Wolfenbüttel, Hzm, "
5775,3008218,38326,"Braunschweig-Lüneburg, Kftm, "
5776,3008222,38331,"Braunschweig-Lüneburg, Kftm, "
5777,3008293,38425,"Braunschweig-Lüneburg, Kftm, "
5778,3008321,38467,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5779,3008321,38469,"Braunschweig-Lüneburg, Kftm, "
5780,3008321,38470,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5781,3008321,38468,"Köln,Kftm., "
5782,3008347,38535,"Mainz,Kftm., Sachsen,Kftm., "
5783,3008347,38534,"Mainz,Kftm., Sachsen,Kftm., "
5784,3008347,38536,"Sachsen,Kftm., "
5785,3008347,38533,"Mainz,Kftm., "
5786,3008373,38596,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5787,3008373,38598,"Braunschweig-Lüneburg, Kftm, "
5788,3008373,38597,"Hessen-Kassel,Gft., "
5789,3008382,38631,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., Hessen-Kassel,Gft., "
5790,3008382,38633,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5791,3008382,38632,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
5792,3008382,38630,"Hessen-Darmstadt,Gft., Hessen-Kassel,Gft., "
5793,3008383,38637,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., S, "
5794,3008383,38636,"Braunschweig-Lüneburg, Kftm, S, "
5795,3008383,38635,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
5796,3008383,38634,"Hessen-Darmstadt,Gft., S, "
5797,3008387,38649,"Pommern, "
5798,3008387,38650,"Pommern, "
5799,3008388,38653,"Pommern, "
5800,3008388,38652,"Pommern, "
5801,3008394,38672,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5802,3008394,38673,"Braunschweig-Lüneburg, Kftm, "
5803,3008394,38671,"Hessen-Kassel,Gft., "
5804,3008395,38674,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5805,3008395,38676,"Braunschweig-Lüneburg, Kftm, "
5806,3008395,38675,"Hessen-Kassel,Gft., "
5807,3008406,38703,"Sachsen,Kftm., "
5808,3008406,38706,"Sachsen,Kftm., "
5809,3008406,38702,"Sachsen,Kftm., "
5810,3008406,38704,"Sachsen,Kftm., "
5811,3008412,38721,"Braunschweig-Lüneburg, Kftm, "
5812,3008412,38722,"Köln,Kftm., "
5813,3008414,38730,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5814,3008414,38732,"Braunschweig-Lüneburg, Kftm, "
5815,3008414,38731,"Hessen-Kassel,Gft., "
5816,3008421,38744,"Sachsen,Kftm., "
5817,3008421,38745,"Sachsen,Kftm., "
5818,3008427,38758,"Pommern, "
5819,3008427,38759,"Pommern, "
5820,3008440,38792,"Braunschweig-Lüneburg, Kftm, "
5821,3008448,38809,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5822,3008448,38806,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5823,3008448,38808,"Braunschweig-Lüneburg, Kftm, "
5824,3008448,38807,"Hessen-Kassel,Gft., "
5825,3008449,38810,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5826,3008449,38812,"Braunschweig-Lüneburg, Kftm, "
5827,3008449,38811,"Hessen-Kassel,Gft., "
5828,3008480,38864,"Braunschweig-Lüneburg, Kftm, "
5829,3008542,38942,"Braunschweig-Lüneburg, Kftm, "
5830,3008648,39083,"Braunschweig-Lüneburg, Kftm, "
5831,3008660,39101,"Sachsen,Kftm., "
5832,3008660,39102,"Sachsen,Kftm., "
5833,3008660,39104,"Sachsen,Kftm., "
5834,3008693,39152,"Braunschweig-Lüneburg, Kftm, "
5835,3008703,39170,"Sachsen,Kftm., "
5836,3008714,39183,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
5837,3008714,39184,"Braunschweig-Lüneburg, Kftm, "
5838,3008714,39182,"Wetzlar,RSt, "
5839,3008757,39249,"Magdeburg,Hzm., "
5840,3008789,39287,"Braunschweig-Lüneburg, Kftm, "
5841,3008793,39294,"Braunschweig-Lüneburg, Kftm, "
5842,3008815,39328,"D, "
5843,3008816,39330,"D, "
5844,3008819,39334,"D, "
5845,3008822,39339,"Braunschweig-Lüneburg, Kftm, "
5846,3008852,39377,"Braunschweig-Lüneburg, Kftm, "
5847,3008883,39418,"Braunschweig-Lüneburg, Kftm, "
5848,3008885,39422,"Braunschweig-Lüneburg, Kftm, "
5849,3008890,39432,"Braunschweig-Lüneburg, Kftm, "
5850,3008893,39437,"Sachsen,Kftm., "
5851,3008895,39439,"Braunschweig-Lüneburg, Kftm, "
5852,3008897,39443,"Braunschweig-Lüneburg, Kftm, "
5853,3008968,39526,"Braunschweig-Lüneburg, Kftm, "
5854,3008968,39528,"Braunschweig-Lüneburg, Kftm, "
5855,3008986,39553,"Braunschweig-Lüneburg, Kftm, "
5856,3009004,39577,"Braunschweig-Lüneburg, Kftm, "
5857,3009031,39619,"Pommern, "
5858,3009032,39621,"Pommern, "
5859,3009032,39622,"Pommern, "
5860,3009034,39627,"Pommern, "
5861,3009034,39628,"Pommern, "
5862,3009054,39676,"Wetzlar,RSt, "
5863,3009061,39698,"Sachsen,Kftm., "
5864,3009081,39738,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
5865,3009081,39740,"Braunschweig-Lüneburg, Kftm, "
5866,3009081,39739,"Hessen-Kassel,Gft., "
5867,3009091,39771,"Pommern, "
5868,3009103,39810,"Pommern, "
5869,3009103,39811,"Pommern, "
5870,3009111,39839,"Braunschweig-Lüneburg, Kftm, "
5871,3009111,39838,"Köln,Kftm., "
5872,3009116,39865,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
5873,3009116,39866,"Braunschweig-Lüneburg, Kftm, "
5874,3009116,39864,"Wetzlar,RSt, "
5875,3009153,39956,"Braunschweig-Lüneburg, Kftm, "
5876,3009159,39969,"Sachsen,Kftm., "
5877,3009188,40031,"Pommern, "
5878,3009188,40032,"Pommern, "
5879,3009188,40034,"Pommern, "
5880,3009190,40038,"Pommern, "
5881,3009190,40039,"Pommern, "
5882,3009198,40064,"Pommern, "
5883,3009198,40063,"Pommern, "
5884,3009198,40066,"Pommern, "
5885,3009212,40089,"Sachsen,Kftm., "
5886,3009215,40099,"Pommern, "
5887,3009215,40098,"Pommern, "
5888,3009215,40100,"Pommern, "
5889,3009230,40154,"Braunschweig-Lüneburg, Kftm, "
5890,3009231,40156,"Braunschweig-Lüneburg, Kftm, "
5891,3009231,40155,"Köln,Kftm., "
5892,3009246,40194,"Pommern, "
5893,3009246,40196,"Pommern, "
5894,3009246,40193,"Pommern, "
5895,3009252,40205,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5896,3009252,40207,"Braunschweig-Lüneburg, Kftm, "
5897,3009252,40206,"Köln,Kftm., "
5898,3009264,40230,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
5899,3009264,40232,"Braunschweig-Lüneburg, Kftm, "
5900,3009264,40231,"Sachsen,Kftm., "
5901,3009279,40264,"Bremen, Hzm, Hessen-Kassel,Gft., "
5902,3009279,40266,"Bremen, Hzm, "
5903,3009279,40265,"Hessen-Kassel,Gft., "
5904,3009293,40299,"I, "
5905,3009339,40393,"Braunschweig-Lüneburg, Kftm, "
5906,3009341,40397,"Braunschweig-Lüneburg, Kftm, "
5907,3009342,40401,"Sachsen,Kftm., "
5908,3009342,40399,"Sachsen,Kftm., "
5909,3009355,40418,"Mähren,Gft., "
5910,3009392,40469,"Braunschweig-Lüneburg, Kftm, "
5911,3009441,40529,"Braunschweig-Lüneburg, Kftm, "
5912,3009472,40566,"Braunschweig-Lüneburg, Kftm, "
5913,3009498,40601,"Braunschweig-Lüneburg, Kftm, "
5914,3009499,40605,"Sachsen,Kftm., "
5915,3009499,40603,"Sachsen,Kftm., "
5916,3009530,40641,"Braunschweig-Lüneburg, Kftm, "
5917,3009532,40644,"Braunschweig-Lüneburg, Kftm, "
5918,3009540,40655,"Braunschweig-Lüneburg, Kftm, "
5919,3009586,40713,"Hessen-Kassel,Gft., "
5920,3009603,40735,"Braunschweig-Lüneburg, Kftm, "
5921,3009604,40737,"Braunschweig-Lüneburg, Kftm, "
5922,3009606,40740,"Braunschweig-Lüneburg, Kftm, "
5923,3009611,40747,"Braunschweig-Lüneburg, Kftm, "
5924,3009611,40746,"Braunschweig-Lüneburg, Kftm, "
5925,3009626,40764,"Braunschweig-Lüneburg, Kftm, "
5926,3009643,40786,"Braunschweig-Lüneburg, Kftm, "
5927,3009644,40787,"Braunschweig-Lüneburg, Kftm, "
5928,3009659,40805,"Braunschweig-Lüneburg, Kftm, "
5929,3009666,40814,"Braunschweig-Lüneburg, Kftm, "
5930,3009672,40823,"Braunschweig-Lüneburg, Kftm, "
5931,3009682,40838,"Braunschweig-Lüneburg, Kftm, "
5932,3009687,40844,"Hessen-Kassel,Gft., "
5933,3009708,40876,"Braunschweig-Lüneburg, Kftm, "
5934,3009735,40910,"Braunschweig-Lüneburg, Kftm, "
5935,3009742,40920,"Braunschweig-Lüneburg, Kftm, "
5936,3009764,40946,"Braunschweig-Lüneburg, Kftm, "
5937,3009779,40967,"Braunschweig-Lüneburg, Kftm, "
5938,3009781,40970,"Braunschweig-Lüneburg, Kftm, "
5939,3009788,40978,"Braunschweig-Lüneburg, Kftm, "
5940,3009793,40986,"Braunschweig-Lüneburg, Kftm, "
5941,3009812,41010,"Braunschweig-Lüneburg, Kftm, "
5942,3009818,41020,"Braunschweig-Lüneburg, Kftm, "
5943,3009833,41038,"Braunschweig-Lüneburg, Kftm, "
5944,3009841,41047,"Braunschweig-Lüneburg, Kftm, "
5945,3009843,41051,"Braunschweig-Lüneburg, Kftm, "
5946,3009857,41071,"Braunschweig-Lüneburg, Kftm, "
5947,3009876,41099,"Braunschweig-Lüneburg, Kftm, "
5948,3009883,41112,"Hamburg,RSt, Lübeck, "
5949,3009883,41110,"Lübeck, "
5950,3009883,41111,"Hamburg,RSt, "
5951,3009883,41109,"Hamburg,RSt, Lübeck, "
5952,3009885,41114,"Braunschweig-Lüneburg, Kftm, "
5953,3009894,41126,"Braunschweig-Lüneburg, Kftm, "
5954,3009931,41171,"Braunschweig-Lüneburg, Kftm, "
5955,3009941,41185,"Braunschweig-Lüneburg, Kftm, "
5956,3010099,41390,"Braunschweig-Lüneburg, Kftm, "
5957,3010119,41425,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
5958,3010119,41426,"Braunschweig-Lüneburg, Kftm, "
5959,3010119,41424,"Sachsen,Kftm., "
5960,3010152,41494,"Schlesien,Hzm., "
5961,3010152,41495,"Schlesien,Hzm., "
5962,3010157,41505,"Schlesien,Hzm., "
5963,3010157,41507,"Schlesien,Hzm., "
5964,3010162,41521,"Braunschweig-Lüneburg, Kftm, "
5965,3010162,41520,"Köln,Kftm., "
5966,3010187,41576,"Magdeburg,Hzm., "
5967,3010187,41578,"Magdeburg,Hzm., "
5968,3010187,41577,"Magdeburg,Hzm., "
5969,3010196,41598,"Schlesien,Hzm., "
5970,3010196,41597,"Schlesien,Hzm., "
5971,3010247,41717,"Braunschweig-Lüneburg, Kftm, "
5972,3010247,41719,"Braunschweig-Lüneburg, Kftm, "
5973,3010271,41750,"Braunschweig-Lüneburg, Kftm, "
5974,3010586,42139,"Braunschweig-Lüneburg, Kftm, "
5975,3010589,42143,"Braunschweig-Lüneburg, Kftm, "
5976,3010658,42228,"Schlesien,Hzm., "
5977,3010662,42233,"Mecklenburg,Hzm., "
5978,3010730,42321,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5979,3010730,42322,"Braunschweig-Lüneburg, Kftm, "
5980,3010730,42320,"Köln,Kftm., "
5981,3010757,42386,"Braunschweig-Lüneburg, Kftm, "
5982,3010757,42387,"Köln,Kftm., "
5983,3010764,42408,"Pommern, "
5984,3010791,42466,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5985,3010791,42467,"Braunschweig-Lüneburg, Kftm, "
5986,3010791,42465,"Köln,Kftm., "
5987,3010792,42469,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
5988,3010792,42470,"Braunschweig-Lüneburg, Kftm, "
5989,3010792,42468,"Köln,Kftm., "
5990,3010803,42492,"Nürnberg, RSt, Lüttich,Bm., "
5991,3010803,42493,"Nürnberg, RSt, "
5992,3010803,42494,"Nürnberg, RSt, Lüttich,Bm., "
5993,3010803,42491,"Lüttich,Bm., "
5994,3010804,42495,"Nürnberg, RSt, Frankfurt,RSt, Hessen-Kassel,Gft., "
5995,3010804,42499,"Nürnberg, RSt, Frankfurt,RSt, Hessen-Kassel,Gft., "
5996,3010804,42497,"Nürnberg, RSt, Hessen-Kassel,Gft., "
5997,3010804,42498,"Nürnberg, RSt, Frankfurt,RSt, "
5998,3010804,42496,"Frankfurt,RSt, Hessen-Kassel,Gft., "
5999,3010806,42503,"Sachsen,Kftm., "
6000,3010806,42502,"Sachsen,Kftm., "
6001,3010810,42513,"Württemberg,Hzm., "
6002,3010828,42561,"Schlesien,Hzm., "
6003,3010828,42562,"Schlesien,Hzm., "
6004,3010828,42564,"Schlesien,Hzm., "
6005,3010841,42606,"Mecklenburg,Hzm., "
6006,3010841,42605,"Mecklenburg,Hzm., "
6007,3010862,42659,"Trier,Kftm., Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6008,3010862,42662,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6009,3010862,42661,"Trier,Kftm., Braunschweig-Lüneburg, Kftm, "
6010,3010862,42660,"Trier,Kftm., Hessen-Darmstadt,Gft., "
6011,3010878,42688,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6012,3010878,42687,"Braunschweig-Lüneburg, Kftm, "
6013,3010878,42689,"Köln,Kftm., "
6014,3010879,42690,"Köln,Kftm., Paderborn,Hstft., Braunschweig-Lüneburg, Kftm, "
6015,3010879,42692,"Paderborn,Hstft., Braunschweig-Lüneburg, Kftm, "
6016,3010879,42693,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6017,3010879,42691,"Köln,Kftm., Paderborn,Hstft., "
6018,3010909,42770,"Pommern, "
6019,3010909,42769,"Pommern, "
6020,3010912,42778,"Mecklenburg,Hzm., "
6021,3010912,42779,"Mecklenburg,Hzm., "
6022,3010915,42792,"Schlesien,Hzm., "
6023,3010915,42794,"Schlesien,Hzm., "
6024,3010915,42791,"Schlesien,Hzm., "
6025,3010917,42802,"Schlesien,Hzm., "
6026,3010917,42801,"Schlesien,Hzm., "
6027,3010934,42837,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6028,3010934,42839,"Braunschweig-Lüneburg, Kftm, "
6029,3010934,42840,"Hessen-Kassel,Gft., "
6030,3010934,42838,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6031,3010939,42857,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6032,3010939,42855,"Braunschweig-Lüneburg, Kftm, "
6033,3010939,42856,"Köln,Kftm., "
6034,3010942,42863,"Mecklenburg,Hzm., "
6035,3010942,42866,"Mecklenburg,Hzm., "
6036,3010942,42865,"Mecklenburg,Hzm., "
6037,3010945,42870,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6038,3010945,42873,"Braunschweig-Lüneburg, Kftm, "
6039,3010945,42872,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6040,3010945,42871,"Köln,Kftm., "
6041,3010968,42914,"Sachsen,Kftm., "
6042,3010968,42915,"Sachsen,Kftm., "
6043,3010972,42928,"Braunschweig-Lüneburg, Kftm, "
6044,3010972,42929,"Köln,Kftm., "
6045,3010979,42944,"Pommern, "
6046,3010979,42947,"Pommern, "
6047,3010979,42945,"Pommern, "
6048,3011000,42992,"Braunschweig-Lüneburg, Kftm, "
6049,3011000,54588,"Hessen-Kassel,Gft., "
6050,3011014,43023,"Braunschweig-Lüneburg, Kftm, "
6051,3011014,43025,"Braunschweig-Lüneburg, Kftm, "
6052,3011040,43077,"Württemberg,Hzm., "
6053,3011040,43076,"Hessen-Kassel,Gft., "
6054,3011045,43092,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6055,3011045,43090,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6056,3011045,43089,"Braunschweig-Lüneburg, Kftm, "
6057,3011045,43091,"Köln,Kftm., "
6058,3011068,43146,"Schlesien,Hzm., "
6059,3011068,43147,"Schlesien,Hzm., "
6060,3011077,43170,"Braunschweig-Lüneburg, Kftm, Fridberg,RSt, Hessen-Darmstadt,Gft., "
6061,3011077,43173,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6062,3011077,43172,"Braunschweig-Lüneburg, Kftm, Fridberg,RSt, "
6063,3011077,43171,"Fridberg,RSt, Hessen-Darmstadt,Gft., "
6064,3011078,43175,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6065,3011078,43176,"Braunschweig-Lüneburg, Kftm, "
6066,3011078,43177,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6067,3011078,43174,"Köln,Kftm., "
6068,3011089,43200,"K, "
6069,3011089,43201,"K, "
6070,3011090,43204,"Sachsen,Kftm., "
6071,3011090,43203,"Sachsen,Kftm., "
6072,3011090,43205,"Sachsen,Kftm., "
6073,3011118,43261,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6074,3011118,43262,"Braunschweig-Lüneburg, Kftm, "
6075,3011118,43260,"Hessen-Darmstadt,Gft., "
6076,3011125,43280,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
6077,3011125,43282,"Braunschweig-Lüneburg, Kftm, "
6078,3011125,43281,"Wetzlar,RSt, "
6079,3011130,43297,"Württemberg,Hzm., "
6080,3011130,43296,"Hessen-Kassel,Gft., "
6081,3011133,43303,"Braunschweig-Lüneburg, Kftm, "
6082,3011133,43302,"Fulda,Bm., "
6083,3011134,43306,"Braunschweig-Lüneburg, Kftm, Württemberg,Hzm., "
6084,3011134,43305,"Braunschweig-Lüneburg, Kftm, Fulda,Bm., "
6085,3011134,43304,"Fulda,Bm., Württemberg,Hzm., "
6086,3011150,43340,"Böhmen, Kgr, "
6087,3011150,43339,"Böhmen, Kgr, "
6088,3011156,43352,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, Braunschweig-Wolfenbüttel, Hzm, "
6089,3011156,43351,"Braunschweig-Lüneburg, Kftm, Braunschweig-Wolfenbüttel, Hzm, "
6090,3011156,43353,"Köln,Kftm., Braunschweig-Wolfenbüttel, Hzm, "
6091,3011156,43350,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6092,3011165,43384,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., Wetzlar,RSt, "
6093,3011165,43385,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
6094,3011165,43386,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6095,3011165,43450,"Hessen-Kassel,Gft., Wetzlar,RSt, "
6096,3011168,43394,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
6097,3011168,43396,"Braunschweig-Lüneburg, Kftm, "
6098,3011168,43395,"Wetzlar,RSt, "
6099,3011170,43404,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6100,3011170,43405,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6101,3011170,43402,"Braunschweig-Lüneburg, Kftm, "
6102,3011170,43403,"Köln,Kftm., "
6103,3011178,43419,"Sachsen,Kftm., Böhmen, Kgr, "
6104,3011178,43421,"Sachsen,Kftm., "
6105,3011178,43422,"Böhmen, Kgr, "
6106,3011178,43420,"Sachsen,Kftm., Böhmen, Kgr, "
6107,3011196,43456,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6108,3011196,43458,"Braunschweig-Lüneburg, Kftm, "
6109,3011196,43457,"Köln,Kftm., "
6110,3011200,43467,"Pommern, "
6111,3011205,43489,"Braunschweig-Lüneburg, Kftm, Württemberg,Hzm., "
6112,3011205,43487,"Braunschweig-Lüneburg, Kftm, Fulda,Bm., "
6113,3011205,43488,"Fulda,Bm., Württemberg,Hzm., "
6114,3011213,43505,"Sachsen,Kftm., "
6115,3011216,43511,"Sachsen,Kftm., "
6116,3011216,43510,"Sachsen,Kftm., "
6117,3011219,43521,"Sachsen,Kftm., "
6118,3011219,43522,"Sachsen,Kftm., "
6119,3011228,43546,"Württemberg,Hzm., "
6120,3011228,43544,"Fulda,Bm., "
6121,3011228,43545,"Fulda,Bm., Württemberg,Hzm., "
6122,3011235,43563,"Braunschweig-Lüneburg, Kftm, "
6123,3011235,43562,"Braunschweig-Lüneburg, Kftm, "
6124,3011235,43565,"Braunschweig-Lüneburg, Kftm, "
6125,3011258,43614,"Braunschweig-Lüneburg, Kftm, Württemberg,Hzm., "
6126,3011258,43612,"Braunschweig-Lüneburg, Kftm, Fulda,Bm., "
6127,3011258,43613,"Fulda,Bm., Württemberg,Hzm., "
6128,3011262,43620,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., Wetzlar,RSt, "
6129,3011262,43622,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
6130,3011262,43619,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6131,3011262,43621,"Hessen-Darmstadt,Gft., Wetzlar,RSt, "
6132,3011264,43626,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6133,3011264,43627,"Braunschweig-Lüneburg, Kftm, "
6134,3011264,43625,"Hessen-Darmstadt,Gft., "
6135,3011291,43711,"Württemberg,Hzm., "
6136,3011291,43710,"Württemberg,Hzm., "
6137,3011291,43713,"Württemberg,Hzm., "
6138,3011295,43725,"Braunschweig-Lüneburg, Kftm, Wetzlar,RSt, "
6139,3011295,43726,"Braunschweig-Lüneburg, Kftm, "
6140,3011295,54747,"Wetzlar,RSt, "
