"ID_Partner","ID_G","lfd_Nr_G","Partner"
6141,3011300,43738,"Schlesien,Hzm., "
6142,3011300,43736,"Schlesien,Hzm., "
6143,3011300,43737,"Schlesien,Hzm., "
6144,3011300,43735,"Schlesien,Hzm., "
6145,3011316,43785,"Mecklenburg,Hzm., "
6146,3011327,43807,"Braunschweig-Lüneburg, Kftm, "
6147,3011327,43808,"Braunschweig-Lüneburg, Kftm, "
6148,3011333,43829,"Schlesien,Hzm., "
6149,3011333,43831,"Schlesien,Hzm., "
6150,3011333,43832,"Schlesien,Hzm., "
6151,3011333,43828,"Schlesien,Hzm., "
6152,3011396,43928,"Bentheim, Gft, "
6153,3011566,44153,"Braunschweig-Lüneburg, Kftm, "
6154,3011704,44329,"Braunschweig-Lüneburg, Kftm, "
6155,3011756,44391,"Hamburg,RSt, "
6156,3011893,44572,"Braunschweig-Lüneburg, Kftm, "
6157,3011894,54729,"Bentheim, Gft, "
6158,3011895,54730,"Bentheim, Gft, Braunschweig-Lüneburg, Kftm, "
6159,3011895,54731,"Braunschweig-Lüneburg, Kftm, "
6160,3011895,44575,"Bentheim, Gft, "
6161,3011911,44601,"I, "
6162,3011926,44625,"Braunschweig-Lüneburg, Kftm, "
6163,3011951,44663,"K, "
6164,3012113,44875,"Braunschweig-Lüneburg, Kftm, "
6165,3012113,44877,"Braunschweig-Lüneburg, Kftm, "
6166,3012192,44982,"Braunschweig-Lüneburg, Kftm, "
6167,3012193,44983,"Braunschweig-Lüneburg, Kftm, "
6168,3012218,45018,"Braunschweig-Lüneburg, Kftm, "
6169,3012254,45068,"Braunschweig-Lüneburg, Kftm, "
6170,3012255,45070,"Braunschweig-Lüneburg, Kftm, "
6171,3012283,45113,"Sachsen,Kftm., "
6172,3012283,45114,"Hessen-Kassel,Gft., "
6173,3012286,45118,"Braunschweig-Lüneburg, Kftm, "
6174,3012304,45147,"Hessen-Kassel,Gft., "
6175,3012309,45158,"Hessen-Kassel,Gft., "
6176,3012309,45159,"Hessen-Kassel,Gft., "
6177,4000024,45174,"Mecklenburg,Hzm., "
6178,4000024,45173,"Mecklenburg,Hzm., "
6179,4000068,45272,"Mecklenburg,Hzm., "
6180,4000068,45271,"Mecklenburg,Hzm., "
6181,4000069,45273,"Schlesien,Hzm., "
6182,4000069,45274,"Schlesien,Hzm., "
6183,4000104,45351,"Sachsen,Kftm., "
6184,4000104,45353,"Sachsen,Kftm., "
6185,4000104,45352,"Sachsen,Kftm., Sachsen,Kftm., "
6186,4000120,45406,"Sachsen,Kftm., "
6187,4000120,54750,"Sachsen,Kftm., "
6188,4000176,45527,"M, "
6189,4000176,45529,"M, "
6190,4000176,45530,"M, "
6191,4000188,45549,"Pommern, "
6192,4000229,45616,"Lüttich,Bm., "
6193,4000231,45620,"Sachsen,Kftm., "
6194,4000231,45621,"Sachsen,Kftm., "
6195,4000285,45717,"Pommern, "
6196,4000285,45715,"Pommern, "
6197,4000285,45718,"Pommern, "
6198,4000293,45738,"Sachsen,Kftm., "
6199,4000293,45739,"Sachsen,Kftm., "
6200,4000306,45761,"M, "
6201,4000475,46068,"Sachsen,Kftm., "
6202,4000475,46069,"Sachsen,Kftm., "
6203,4000477,46074,"Sachsen,Kftm., "
6204,4000477,46075,"Sachsen,Kftm., "
6205,4000505,46121,"Sachsen,Kftm., "
6206,4000513,46138,"Bremen, Hzm, Hamburg,RSt, Lübeck, "
6207,4000513,46137,"Hamburg,RSt, Lübeck, "
6208,4000513,46135,"Bremen, Hzm, Lübeck, "
6209,4000513,46136,"Bremen, Hzm, Hamburg,RSt, "
6210,4000608,46291,"Sachsen,Kftm., "
6211,4000631,46330,"Lübeck, Mecklenburg,Hzm., "
6212,4000631,46331,"Mecklenburg,Hzm., "
6213,4000631,46333,"Lübeck, "
6214,4000631,46332,"Lübeck, Mecklenburg,Hzm., "
6215,4000632,46334,"Passau,Bm., "
6216,4000695,46449,"Sachsen,Kftm., "
6217,4000695,46446,"Sachsen,Kftm., "
6218,4000695,46447,"Sachsen,Kftm., "
6219,4000719,46493,"Lübeck, "
6220,4000719,46492,"Lübeck, "
6221,4000755,46542,"I, "
6222,4000755,46543,"I, "
6223,4000786,46602,"Braunschweig-Lüneburg, Kftm, "
6224,4000786,46601,"Köln,Kftm., "
6225,4000795,46622,"Pommern, "
6226,4000795,46621,"Mecklenburg,Hzm., Pommern, "
6227,4000795,46620,"Mecklenburg,Hzm., "
6228,4000820,46668,"D, "
6229,4000820,46667,"D, "
6230,4000871,46755,"Sachsen,Kftm., "
6231,4000871,46756,"Sachsen,Kftm., "
6232,4000871,46754,"Sachsen,Kftm., "
6233,4000895,46798,"Köln,Kftm., "
6234,4000898,46806,"Pommern, "
6235,4000898,46804,"Pommern, "
6236,4000903,46813,"Sachsen,Kftm., "
6237,4000903,46812,"Sachsen,Kftm., "
6238,4000903,46814,"Sachsen,Kftm., "
6239,4000931,46862,"Sachsen,Kftm., "
6240,4000931,46863,"Sachsen,Kftm., "
6241,4000946,46891,"Sachsen,Kftm., "
6242,4000946,46892,"Sachsen,Kftm., "
6243,4000947,46897,"Sachsen,Kftm., "
6244,4000947,46894,"Sachsen,Kftm., "
6245,4000947,46895,"Sachsen,Kftm., "
6246,4000948,46898,"Sachsen,Kftm., "
6247,4000948,46899,"Sachsen,Kftm., "
6248,4001001,46996,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6249,4001001,46997,"Braunschweig-Lüneburg, Kftm, "
6250,4001001,46995,"Hessen-Kassel,Gft., "
6251,4001006,47006,"Schlesien,Hzm., "
6252,4001006,47005,"Schlesien,Hzm., "
6253,4001024,47039,"Sachsen,Kftm., "
6254,4001047,47079,"Sachsen,Kftm., "
6255,4001047,47078,"Sachsen,Kftm., "
6256,4001047,47077,"Sachsen,Kftm., "
6257,4001066,47117,"Mecklenburg,Hzm., "
6258,4001092,47167,"Hamburg,RSt, "
6259,4001096,47171,"Pommern, "
6260,4001106,47190,"L, "
6261,4001130,47237,"Hamburg,RSt, "
6262,4001152,47278,"Braunschweig-Lüneburg, Kftm, "
6263,4001154,47285,"Regensburg,Bm./RSt, Hamburg,RSt, Lübeck, "
6264,4001154,47284,"Regensburg,Bm./RSt, Hamburg,RSt, Lübeck, "
6265,4001154,47286,"Regensburg,Bm./RSt, Hamburg,RSt, Lübeck, "
6266,4001154,47289,"Hamburg,RSt, Lübeck, "
6267,4001154,47282,"Regensburg,Bm./RSt, Lübeck, "
6268,4001154,47283,"Regensburg,Bm./RSt, Hamburg,RSt, "
6269,4001154,47287,"Regensburg,Bm./RSt, Hamburg,RSt, Lübeck, "
6270,4001154,47288,"Regensburg,Bm./RSt, Hamburg,RSt, Lübeck, "
6271,4001159,47297,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6272,4001159,47299,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6273,4001159,47300,"Braunschweig-Lüneburg, Kftm, "
6274,4001159,47298,"Hessen-Kassel,Gft., "
6275,4001162,47304,"Braunschweig-Lüneburg, Kftm, "
6276,4001166,47312,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6277,4001166,47314,"Braunschweig-Lüneburg, Kftm, "
6278,4001166,47313,"Hessen-Kassel,Gft., "
6279,4001169,47317,"Schlesien,Hzm., "
6280,4001169,47318,"Schlesien,Hzm., "
6281,4001179,47337,"Lübeck, "
6282,4001192,47363,"D, "
6283,4001192,47364,"D, "
6284,4001218,47408,"K, "
6285,4001218,47409,"K, "
6286,4001219,47411,"D, "
6287,4001219,47413,"D, "
6288,4001219,47414,"D, "
6289,4001219,47412,"D, "
6290,4001227,47428,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6291,4001227,47430,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6292,4001227,47431,"Braunschweig-Lüneburg, Kftm, "
6293,4001227,47429,"Hessen-Kassel,Gft., "
6294,4001248,47475,"Braunschweig-Lüneburg, Kftm, "
6295,4001253,47484,"Pommern, "
6296,4001253,47485,"Pommern, "
6297,4001266,47509,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6298,4001266,47510,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6299,4001266,47512,"Braunschweig-Lüneburg, Kftm, "
6300,4001266,47511,"Hessen-Kassel,Gft., "
6301,4001271,47522,"Braunschweig-Lüneburg, Kftm, "
6302,4001273,47525,"Lübeck, "
6303,4001286,47551,"Hamburg,RSt, "
6304,4001286,47549,"Hamburg,RSt, "
6305,4001308,47588,"Braunschweig-Lüneburg, Kftm, "
6306,4001317,47607,"Schlesien,Hzm., "
6307,4001317,47608,"Schlesien,Hzm., "
6308,4001349,47667,"Böhmen, Kgr, "
6309,4001349,47666,"Böhmen, Kgr, "
6310,4001361,47688,"Braunschweig-Lüneburg, Kftm, "
6311,4001361,47687,"Braunschweig-Lüneburg, Kftm, "
6312,4001372,47707,"Böhmen, Kgr, "
6313,4001372,47708,"Böhmen, Kgr, "
6314,4001380,47724,"Braunschweig-Lüneburg, Kftm, "
6315,4001390,47747,"Braunschweig-Lüneburg, Kftm, Fulda,Bm., "
6316,4001390,47748,"Braunschweig-Lüneburg, Kftm, "
6317,4001390,47746,"Fulda,Bm., "
6318,4001395,47756,"Braunschweig-Lüneburg, Kftm, "
6319,4001395,47757,"Braunschweig-Lüneburg, Kftm, "
6320,4001406,47796,"D, "
6321,4001406,47795,"Pommern, "
6322,4001406,47794,"D, Pommern, "
6323,4001418,47824,"Pommern, "
6324,4001418,47823,"Pommern, "
6325,4001493,47939,"Braunschweig-Lüneburg, Kftm, "
6326,4001499,47949,"Schlesien,Hzm., "
6327,4001499,47950,"Schlesien,Hzm., "
6328,4001520,47984,"Sachsen,Kftm., "
6329,4001521,47986,"Sachsen,Kftm., "
6330,4001526,47992,"Böhmen, Kgr, "
6331,4001526,47993,"Böhmen, Kgr, "
6332,4001555,48044,"Sachsen,Kftm., "
6333,4001555,48043,"Sachsen,Kftm., "
6334,4001566,48062,"Sachsen,Kftm., "
6335,4001601,48141,"Böhmen, Kgr, "
6336,4001601,48140,"Böhmen, Kgr, "
6337,4001605,48147,"Würzburg,Bm., "
6338,4001605,48148,"Würzburg,Bm., "
6339,4001607,48154,"Würzburg,Bm., "
6340,4001607,48155,"Würzburg,Bm., "
6341,4001607,48153,"Würzburg,Bm., "
6342,4001620,48191,"Pommern, "
6343,4001620,48192,"Pommern, "
6344,4001674,48293,"Braunschweig-Lüneburg, Kftm, "
6345,4001679,48303,"Braunschweig-Lüneburg, Kftm, "
6346,4001729,48418,"Pommern, "
6347,4001729,48417,"Pommern, "
6348,4001736,48447,"Würzburg,Bm., "
6349,4001736,48448,"Würzburg,Bm., "
6350,4001737,48450,"Würzburg,Bm., "
6351,4001737,48451,"Würzburg,Bm., "
6352,4001740,48468,"Mecklenburg,Hzm., "
6353,4001740,48469,"Mecklenburg,Hzm., "
6354,4001744,48475,"Würzburg,Bm., "
6355,4001744,48476,"Würzburg,Bm., "
6356,4001770,48529,"Köln,Kftm., "
6357,4001771,48532,"Braunschweig-Lüneburg, Kftm, "
6358,4001774,48547,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6359,4001774,48545,"Braunschweig-Lüneburg, Kftm, "
6360,4001774,48546,"Hessen-Kassel,Gft., "
6361,4001806,48608,"Pommern, "
6362,4001806,48607,"Pommern, "
6363,4001829,48681,"Sachsen,Kftm., "
6364,4001829,48680,"Sachsen,Kftm., "
6365,4001830,48683,"Böhmen, Kgr, Schlesien,Hzm., "
6366,4001830,48685,"Schlesien,Hzm., "
6367,4001830,48684,"Böhmen, Kgr, Schlesien,Hzm., "
6368,4001830,48686,"Böhmen, Kgr, "
6369,4001869,48779,"Sachsen,Kftm., "
6370,4001869,48780,"Sachsen,Kftm., "
6371,4001870,48781,"Schlesien,Hzm., "
6372,4001870,48782,"Schlesien,Hzm., "
6373,4001940,48957,"Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Bremen, Hzm, "
6374,4001940,48958,"Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, Bremen, Hzm, "
6375,4001940,48960,"Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, "
6376,4001940,48959,"Braunschweig-Lüneburg, Kftm, "
6377,4001940,48961,"Braunschweig-Lüneburg, Kftm, "
6380,4001948,48978,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6381,4001948,48980,"Braunschweig-Lüneburg, Kftm, "
6382,4001948,48979,"Köln,Kftm., "
6383,4001949,48982,"Ravensberg,Gft., Braunschweig-Lüneburg, Kftm, "
6384,4001949,48983,"Braunschweig-Lüneburg, Kftm, "
6385,4001949,48981,"Ravensberg,Gft., "
6386,4001954,49004,"Schlesien,Hzm., "
6387,4001954,49003,"Schlesien,Hzm., "
6388,4001973,49048,"Waldeck, Ftm., "
6389,4001979,49059,"Ravensberg,Gft., Braunschweig-Lüneburg, Kftm, "
6390,4001979,49061,"Braunschweig-Lüneburg, Kftm, "
6391,4001979,49060,"Ravensberg,Gft., "
6392,4001981,49065,"Osnabrück,Ftm., Braunschweig-Lüneburg, Kftm, "
6393,4001981,49067,"Braunschweig-Lüneburg, Kftm, "
6394,4001981,49066,"Osnabrück,Ftm., "
6395,4002006,49130,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6396,4002006,49132,"Braunschweig-Lüneburg, Kftm, "
6397,4002006,49131,"Köln,Kftm., "
6398,4002007,49133,"Ravensberg,Gft., Braunschweig-Lüneburg, Kftm, "
6399,4002007,49135,"Braunschweig-Lüneburg, Kftm, "
6400,4002007,49134,"Ravensberg,Gft., "
6401,4002010,49139,"Braunschweig-Lüneburg, Kftm, "
6402,4002010,49141,"Braunschweig-Lüneburg, Kftm, "
6403,4002011,49142,"Köln,Kftm., Braunschweig-Lüneburg, Kftm, "
6404,4002011,49144,"Braunschweig-Lüneburg, Kftm, "
6405,4002011,49143,"Köln,Kftm., "
6406,4002012,49146,"Lippe,Gft., Braunschweig-Lüneburg, Kftm, "
6407,4002012,49147,"Braunschweig-Lüneburg, Kftm, "
6408,4002012,49145,"Lippe,Gft., "
6409,4002017,49154,"Braunschweig-Lüneburg, Kftm, "
6410,4002017,49156,"Braunschweig-Lüneburg, Kftm, "
6411,4002018,49157,"Braunschweig-Lüneburg, Kftm, "
6412,4002018,49158,"Bremen, Hzm, "
6413,4002020,49168,"Braunschweig-Lüneburg, Kftm, "
6414,4002020,49169,"Braunschweig-Lüneburg, Kftm, "
6415,4002021,49171,"Köln,Kftm., "
6416,4002021,49170,"Köln,Kftm., "
6417,4002022,49173,"Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, "
6418,4002022,49174,"Braunschweig-Lüneburg, Kftm, "
6419,4002022,49175,"Braunschweig-Lüneburg, Kftm, "
6420,4002023,49177,"Braunschweig-Lüneburg, Kftm, "
6421,4002023,49176,"Bremen, Hzm, "
6422,4002053,49240,"Bayern, Kftm, Salzburg,Ebm., "
6423,4002053,49239,"Salzburg,Ebm., "
6424,4002053,54863,"Bayern, Kftm, "
6425,4002057,49248,"N, Hamburg,RSt, "
6426,4002057,49249,"Hamburg,RSt, "
6427,4002057,49250,"N, "
6428,4002086,49286,"Braunschweig-Lüneburg, Kftm, "
6429,4002090,49292,"Braunschweig-Lüneburg, Kftm, Hessen-Darmstadt,Gft., "
6430,4002090,49294,"Braunschweig-Lüneburg, Kftm, "
6431,4002090,49293,"Hessen-Darmstadt,Gft., "
6432,4002156,54446,"Braunschweig-Lüneburg, Kftm, "
6433,4002316,49611,"Hessen-Darmstadt,Gft., "
6434,4002337,49642,"Braunschweig-Lüneburg, Kftm, "
6435,4002354,49675,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6436,4002354,49674,"Braunschweig-Lüneburg, Kftm, "
6437,4002354,49676,"Sachsen,Kftm., "
6438,4002427,49806,"I, "
6439,4002427,49805,"I, "
6440,4002436,49819,"N, "
6441,4002436,49820,"N, "
6442,4002436,54507,"N, "
6443,4002445,49837,"Braunschweig-Lüneburg, Kftm, "
6444,4002445,49836,"Braunschweig-Lüneburg, Kftm, "
6445,4002462,49867,"Sachsen,Kftm., Sachsen,Kftm., "
6446,4002462,49866,"Sachsen,Kftm., Sachsen,Kftm., "
6447,4002462,49865,"Sachsen,Kftm., "
6448,4002462,49868,"Sachsen,Kftm., "
6449,4002522,49962,"Frankfurt,RSt, "
6450,4002543,50006,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6451,4002543,50008,"Braunschweig-Lüneburg, Kftm, "
6452,4002543,50007,"Hessen-Kassel,Gft., "
6453,4002563,50060,"Pommern, "
6454,4002563,50061,"Pommern, "
6455,4002583,50099,"Sachsen,Kftm., "
6456,4002583,50101,"Sachsen,Kftm., "
6457,4002583,50100,"Sachsen,Kftm., Sachsen,Kftm., "
6458,4002590,50113,"Sachsen,Kftm., "
6459,4002590,50111,"Sachsen,Kftm., "
6460,4002590,50110,"Sachsen,Kftm., "
6461,4002608,50145,"Schlesien,Hzm., "
6462,4002630,50195,"Sachsen,Kftm., "
6463,4002630,50194,"Sachsen,Kftm., "
6464,4002630,50192,"Sachsen,Kftm., "
6465,4002630,50193,"Sachsen,Kftm., "
6466,4002655,50248,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6467,4002655,50251,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6468,4002655,50243,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6469,4002655,50244,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6470,4002655,50247,"Braunschweig-Lüneburg, Kftm, "
6471,4002655,50250,"Sachsen,Kftm., "
6472,4002655,50249,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6473,4002655,50246,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6474,4002655,50245,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6475,4002661,50265,"Mecklenburg,Hzm., "
6476,4002686,50316,"Sachsen,Kftm., "
6477,4002686,50314,"Sachsen,Kftm., "
6478,4002686,50318,"Sachsen,Kftm., "
6479,4002686,50322,"Sachsen,Kftm., "
6480,4002686,50315,"Sachsen,Kftm., "
6481,4002686,50319,"Sachsen,Kftm., "
6482,4002686,50321,"Sachsen,Kftm., "
6483,4002686,50317,"Sachsen,Kftm., "
6484,4002711,50375,"Sachsen,Kftm., "
6485,4002711,50376,"Sachsen,Kftm., "
6486,4002735,50424,"Sachsen,Kftm., "
6487,4002735,50425,"Sachsen,Kftm., "
6488,4002786,50509,"Pommern, "
6489,4002786,50507,"Pommern, "
6490,4002790,50514,"Sachsen,Kftm., "
6491,4002790,50515,"Sachsen,Kftm., "
6492,4002792,50518,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6493,4002792,50517,"Braunschweig-Lüneburg, Kftm, "
6494,4002792,50520,"Hessen-Kassel,Gft., "
6495,4002792,50519,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6496,4002826,50571,"Braunschweig-Lüneburg, Kftm, Braunschweig-Lüneburg, Kftm, "
6497,4002826,50569,"Braunschweig-Lüneburg, Kftm, "
6498,4002826,50570,"Braunschweig-Lüneburg, Kftm, "
6499,4002827,50573,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6500,4002827,50572,"Braunschweig-Lüneburg, Kftm, "
6501,4002827,50574,"Hessen-Kassel,Gft., "
6502,4002839,50596,"Braunschweig-Lüneburg, Kftm, "
6503,4002839,50595,"Braunschweig-Lüneburg, Kftm, "
6504,4002841,50601,"Hessen-Kassel,Gft., "
6505,4002847,50617,"Schlesien,Hzm., "
6506,4002847,50619,"Schlesien,Hzm., "
6507,4002847,50618,"Schlesien,Hzm., "
6508,4002855,50635,"Braunschweig-Lüneburg, Kftm, "
6509,4002855,50634,"Braunschweig-Lüneburg, Kftm, "
6510,4002886,50692,"Braunschweig-Lüneburg, Kftm, "
6511,4002886,50694,"Braunschweig-Lüneburg, Kftm, "
6512,4002896,50710,"Pommern, "
6513,4002896,50709,"Pommern, "
6514,4002897,50713,"Sachsen,Kftm., "
6515,4002897,50712,"Sachsen,Kftm., "
6516,4002907,50738,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6517,4002907,50740,"Braunschweig-Lüneburg, Kftm, "
6518,4002907,50739,"Hessen-Kassel,Gft., "
6519,4002908,50741,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6520,4002908,50743,"Braunschweig-Lüneburg, Kftm, "
6521,4002908,50742,"Hessen-Kassel,Gft., "
6522,4002917,50757,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6523,4002917,50759,"Braunschweig-Lüneburg, Kftm, "
6524,4002917,50758,"Hessen-Kassel,Gft., "
6525,4002933,50816,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6526,4002933,50818,"Braunschweig-Lüneburg, Kftm, "
6527,4002933,50817,"Hessen-Kassel,Gft., "
6528,5000030,50885,"Hamburg,RSt, "
6529,5000035,50892,"K, "
6530,5000035,50893,"K, "
6531,5000053,50925,"Böhmen, Kgr, "
6532,5000053,50926,"Böhmen, Kgr, "
6533,5000080,50969,"Sachsen,Kftm., "
6534,5000080,50970,"Sachsen,Kftm., "
6535,5000087,50978,"Regensburg,Bm./RSt, "
6536,5000087,50979,"Regensburg,Bm./RSt, "
6537,5000087,50980,"Regensburg,Bm./RSt, "
6538,5000087,50981,"Regensburg,Bm./RSt, "
6539,5000090,50989,"D, "
6540,5000090,50990,"D, "
6541,5000090,50991,"D, "
6542,5000097,51004,"Sachsen,Kftm., "
6543,5000097,51005,"Sachsen,Kftm., "
6544,5000097,51002,"Sachsen,Kftm., "
6545,5000126,51060,"Sachsen,Kftm., "
6546,5000126,51061,"Sachsen,Kftm., "
6547,5000129,51067,"K, "
6548,5000129,51066,"K, "
6549,5000129,51068,"K, "
6550,5000269,51333,"K, "
6551,5000274,51345,"Bayern, Kftm, "
6552,5000312,51411,"I, "
6553,5000324,51429,"Sachsen,Kftm., "
6554,5000369,51496,"Bayern, Kftm, "
6555,5000407,51556,"Hamburg,RSt, "
6556,5000414,51566,"Braunschweig-Lüneburg, Kftm, "
6557,5000414,51568,"Braunschweig-Lüneburg, Kftm, "
6558,5000428,51588,"Braunschweig-Lüneburg, Kftm, "
6559,5000441,51611,"Braunschweig-Lüneburg, Kftm, "
6560,5000442,51613,"Frankfurt,RSt, "
6561,5000443,51615,"Braunschweig-Lüneburg, Kftm, "
6562,5000464,51657,"D, "
6563,5000469,51669,"Köln,Kftm., "
6564,5000478,51690,"Braunschweig-Lüneburg, Kftm, "
6565,5000479,51692,"Braunschweig-Lüneburg, Kftm, Sachsen,Kftm., "
6566,5000479,51693,"Braunschweig-Lüneburg, Kftm, "
6567,5000479,51694,"Sachsen,Kftm., "
6568,5000495,51720,"Braunschweig-Lüneburg, Kftm, "
6569,5000495,51721,"Braunschweig-Lüneburg, Kftm, "
6570,5000502,51736,"Braunschweig-Lüneburg, Kftm, "
6571,5000502,51738,"Braunschweig-Lüneburg, Kftm, "
6572,5000542,51812,"Braunschweig-Lüneburg, Kftm, "
6573,5000561,51843,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6574,5000561,51846,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6575,5000561,51844,"Braunschweig-Lüneburg, Kftm, "
6576,5000561,51845,"Hessen-Kassel,Gft., "
6577,5000594,51912,"Schlesien,Hzm., "
6578,5000594,51910,"Schlesien,Hzm., "
6579,5000610,51944,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6580,5000610,51946,"Braunschweig-Lüneburg, Kftm, "
6581,5000610,51945,"Hessen-Kassel,Gft., "
6582,5000613,51951,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6583,5000613,51953,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6584,5000613,51950,"Braunschweig-Lüneburg, Kftm, "
6585,5000613,51952,"Hessen-Kassel,Gft., "
6586,5000639,51996,"Sachsen,Kftm., "
6587,5000639,51997,"Sachsen,Kftm., "
6588,5000640,52000,"Schlesien,Hzm., "
6589,5000640,51998,"Schlesien,Hzm., "
6590,5000653,52023,"Hessen-Kassel,Gft., "
6591,5000680,52073,"Braunschweig-Lüneburg, Kftm, "
6592,5000682,52076,"Braunschweig-Lüneburg, Kftm, Hessen-Kassel,Gft., "
6593,5000682,52078,"Braunschweig-Lüneburg, Kftm, "
6594,5000682,52077,"Hessen-Kassel,Gft., "
6595,5000685,52082,"Hessen-Kassel,Gft., "
6596,5000685,52081,"Hessen-Kassel,Gft., "
6597,5000685,52083,"Hessen-Kassel,Gft., "
6598,5000685,52085,"Hessen-Kassel,Gft., "
6599,5000685,52084,"Hessen-Kassel,Gft., "
6600,5000718,52140,"Pommern, "
6601,5000721,52144,"Braunschweig-Lüneburg, Kftm, "
6602,5000721,52146,"Braunschweig-Lüneburg, Kftm, "
6603,5000722,52147,"Pommern, "
6604,5000725,52154,"Bentheim, Gft, Braunschweig-Lüneburg, Kftm, "
6605,5000725,52156,"Braunschweig-Lüneburg, Kftm, "
6606,5000725,52155,"Bentheim, Gft, "
6607,5000726,52157,"Mecklenburg,Hzm., "
6608,5000730,52167,"Braunschweig-Lüneburg, Kftm, "
6609,5000765,52239,"Braunschweig-Lüneburg, Kftm, "
6610,5000775,52262,"Schlesien,Hzm., "
6611,5000775,52261,"Schlesien,Hzm., "
6612,5000806,52320,"Braunschweig-Lüneburg, Kftm, "
6613,5000806,52318,"Braunschweig-Lüneburg, Kftm, "
6614,5000837,52374,"Braunschweig-Lüneburg, Kftm, "
6615,5000838,52376,"Braunschweig-Lüneburg, Kftm, "
6616,5000839,52379,"Braunschweig-Lüneburg, Kftm, "
6617,5000844,52389,"Sachsen,Kftm., "
6618,5000844,52388,"Sachsen,Kftm., "
6619,5000844,52387,"Sachsen,Kftm., "
6620,5000849,52403,"Pommern, "
6621,5000849,52405,"Pommern, "
6622,5000849,52402,"Pommern, "
6623,5000864,52430,"Hessen-Kassel,Gft., "
6624,5000864,52428,"Hessen-Kassel,Gft., "
6625,5000864,52429,"Hessen-Kassel,Gft., "
6626,5000864,52431,"Hessen-Kassel,Gft., "
6627,5000868,52444,"Schlesien,Hzm., "
6628,5000868,52443,"Schlesien,Hzm., "
6629,5000877,52469,"Hessen-Kassel,Gft., "
6630,5000877,52467,"Hessen-Kassel,Gft., "
6631,5000877,52470,"Hessen-Kassel,Gft., "
6632,5000879,52472,"Sachsen,Kftm., "
6633,5000879,52474,"Sachsen,Kftm., "
6634,5000879,52473,"Sachsen,Kftm., "
6635,5000892,52500,"M, "
6636,5000892,52499,"M, "
6637,5000913,52531,"Pfalz, Gft., "
6638,5000946,52581,"Sachsen,Kftm., "
6639,5000953,52592,"Braunschweig-Lüneburg, Kftm, "
6640,5000956,52596,"Sachsen,Kftm., "
6641,5000956,52597,"Sachsen,Kftm., "
6642,5000956,52598,"Sachsen,Kftm., "
6643,5000975,52632,"Braunschweig-Lüneburg, Kftm, "
6644,5000978,52636,"Braunschweig-Lüneburg, Kftm, "
6645,5000982,52648,"Braunschweig-Lüneburg, Kftm, "
6646,5000997,52676,"Hamburg,RSt, "
6647,5001005,52693,"Köln,Kftm., "
6648,5001016,52724,"Braunschweig-Lüneburg, Kftm, "
6649,5001025,52742,"Sachsen,Kftm., "
6650,5001025,52743,"Sachsen,Kftm., "
6651,5001031,52755,"Braunschweig-Lüneburg, Kftm, "
