"G","GG","GGG","GGGS","Stichwort_G","Löschen","A","AA","AAA","AAAS","Stichwort_A","Ausgabe","Nummer","Seite","ID","Coder"
1,5,8,Hb,,false,3,9,0,,Schaden von der Wasserflut 7.10.56. auf Niederelbe,1756-11-27 00:00:00.000,95,9,5000408,mf
1,5,8,Hb,,false,3,9,0,,Sommerhitze im April,1760-05-07 00:00:00.000,37,2,2507897,EK
1,5,8,Hb,,false,3,9,0,,Sturm,1760-11-05 00:00:00.000,89,5,2007904,HJH
1,5,8,Hb,,false,3,9,0,,Sturmwind,1756-03-06 00:00:00.000,19,4,1000848,MF
1,5,8,Hb,,false,3,9,0,,Treibeis,1758-02-15 00:00:00.000,13,2,3003664,hjh
1,5,8,Hb,,false,3,9,0,,Überschwemmung,1756-02-21 00:00:00.000,15,3,1000709,MF
1,5,8,Hb,,false,3,9,0,,Überschwemmung,1756-02-11 00:00:00.000,12,4,1000571,MF
1,5,8,Hil,,false,3,9,0,,Sturm,1756-07-03 00:00:00.000,53,4,2000301,ek
1,5,8,Hil,,false,3,9,0,,Unwetter und Feuersbrunst,1761-06-06 00:00:00.000,45,5,3011719,hjh
1,5,8,Hol,,false,3,9,0,,"""Donnerwetter"" und Überschwemmung",1759-02-21 00:00:00.000,15,6,5000920,mf
1,5,8,Hol,,false,3,9,0,,Erdbeben in Holstein,1760-01-26 00:00:00.000,8,5,4002141,an
1,5,8,Hol,,false,3,9,0,,Erdbeben in Schleswig,1760-01-12 00:00:00.000,4,4,5001760,mf
1,5,8,Hol,,false,3,9,0,,Sturm und Überschwemmung im Gebiet Niederelbe  6.-7.10.56,1756-10-30 00:00:00.000,87,2,5000081,mf
1,5,8,Hol,,false,3,9,0,,Wasserflut 7.10.56,1756-11-10 00:00:00.000,90,3,5000132,mf
1,5,8,Hol,,false,3,9,0,,Wasserflut 7.10.56,1756-11-06 00:00:00.000,89,4,4001572,mf
1,5,8,Lü,,false,3,9,0,,Feuersbrunst,1756-08-28 00:00:00.000,69,4,3000921,bh
1,5,8,Mb,,false,3,9,0,,Erdbeben,1756-01-17 00:00:00.000,5,4,1000253,MF
1,5,9,,,false,3,9,0,,"""Donnerwetter"" und Sturmwind in Berlin",1759-02-21 00:00:00.000,15,5,5000904,mf
1,5,9,,,false,3,9,0,,"""Luftzeichen"" und Nordlicht",1759-02-24 00:00:00.000,16,2,5000929,mf
1,5,9,,,false,3,9,0,,Brand vom Blitz,1760-07-30 00:00:00.000,61,4,4001681,mf
1,5,9,,,false,3,9,0,M,Brandkatastrophe durch pr. Artillerie - Schäden,1758-12-06 00:00:00.000,97,10,2004229,EK
1,5,9,,,false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,4,1000298,MF
1,5,9,,,false,3,9,0,M,"Explosion des pr. Artillerie-""Laboratoriums"" in Greifswald",1759-05-16 00:00:00.000,39,1,2007929,BH
1,5,9,,,false,3,9,0,,Feuersbrunst,1756-08-28 00:00:00.000,69,4,3000919,bh
1,5,9,,,false,3,9,0,,Komet m. Schweif,1756-08-28 00:00:00.000,69,4,3000923,bh
1,5,9,,,false,3,9,0,M,Pulvermagazin explodiert,1760-10-11 00:00:00.000,82,4,2007525,HJH
1,5,9,,,false,3,9,0,,Sturmwind,1756-03-06 00:00:00.000,19,5,1000850,MF
1,5,9,,,false,3,9,0,M,Wolkenbruch in Böhmen (viel Schaden dem pr. Lager bei Prag),1757-06-15 00:00:00.000,48,5,1003249,mf
1,5,9,Br,,false,3,9,0,,Feuersbrunst,1761-06-06 00:00:00.000,45,3,3011689,hjh
1,5,9,Br,,false,3,9,0,,Feuersbrunst,1759-08-08 00:00:00.000,63,5,2006868,jb
1,5,9,Br,,false,3,9,0,,Gewitter und Hagel,1756-06-30 00:00:00.000,52,4,2000265,ek
1,5,9,Br,,false,3,9,0,M,Großbrand infoge schweren Artilleriebeschüssen,1758-09-16 00:00:00.000,74,10,2002464,EK
1,5,9,Br,,false,3,9,0,,Heuschreckenplage,1760-07-23 00:00:00.000,59,1,4002889,an
1,5,9,Br,,false,3,9,0,,Meteorit,1756-09-04 00:00:00.000,71,3,3001243,bh
1,5,9,Br,,false,3,9,0,,Unwetter beschädigt Kirche,1759-08-11 00:00:00.000,64,3,2006998,jb
1,5,9,HP,,false,3,9,0,,Sturm,1756-03-17 00:00:00.000,22,3,1000943,MF
1,5,9,Lüb,,false,3,9,0,,Erdbeben,1756-01-14 00:00:00.000,4,9,1000213,MF
1,5,9,Mb,,false,3,9,0,,Sturm,1760-12-20 00:00:00.000,102,4,2007979,HJH
1,5,9,Mb,,false,3,9,0,,Sturm und Überschwemmung,1761-03-25 00:00:00.000,24,9,3009619,hjh
1,5,9,Mb,,false,3,9,0,,Überschwemmung,1761-03-25 00:00:00.000,24,9,3009620,hjh
1,5,9,Mbg,,false,3,9,0,,Erdbeben,1756-03-13 00:00:00.000,21,9,1000918,MF
1,5,9,Mbg,,false,3,9,0,,Erdbeben,1756-03-13 00:00:00.000,21,4,1000899,MF
1,5,9,Mbg,,false,3,9,0,,Gewitter,1756-05-12 00:00:00.000,38,5,3000724,hjh
1,5,9,Mbg,,false,3,9,0,,Nordlicht,1758-06-03 00:00:00.000,44,3,3007101,hjh
1,5,9,Mbg,,false,3,9,0,,Nordlicht - Beschreibung,1758-06-03 00:00:00.000,44,3,3007102,hjh
1,5,9,Mbg,,false,3,9,0,,Starke Kälte,1758-02-11 00:00:00.000,12,9,3003551,hjh
1,5,9,P,,false,3,9,0,,Feuersbrunst,1758-06-21 00:00:00.000,49,4,3007711,hjh
1,5,9,P,,false,3,9,0,,Orkan in Hinterpommern,1760-09-13 00:00:00.000,74,9,5000790,mf
1,5,9,Sl,,false,3,9,0,,Feuersbrunst,1761-04-25 00:00:00.000,33,3,3010284,hjh
1,5,9,Sl,,false,3,9,0,M,Feuersbrunst im pr. Rüstungsmagazin,1757-02-05 00:00:00.000,11,5,1001587,mf
1,5,9,Sl,,false,3,9,0,,Feuersbrunst in Breslau,1759-06-23 00:00:00.000,50,6,2006079,jb
1,5,9,Sl,,false,3,9,0,,Feuersbrunst in Glogau,1758-06-03 00:00:00.000,44,4,3007107,hjh
1,5,9,Sl,,false,3,9,0,,Gewitter mit starkem Hagel,1760-07-23 00:00:00.000,59,2,4002890,an
1,5,9,Sl,,false,3,9,0,,Großbrand,1758-07-05 00:00:00.000,53,3,2000767,ek
1,5,9,Sl,,false,3,9,0,,Sturm,1756-03-17 00:00:00.000,22,3,1000943,MF
1,5,9,VP,,false,3,9,0,,Wasserflut,1756-01-07 00:00:00.000,2,4,1000086,MF
1,6,1,,,false,3,9,0,,Brand,1757-05-11 00:00:00.000,38,3,1002789,mf
1,6,1,,,false,3,9,0,,Brand d. Gnesener Metropolitankirche,1761-02-21 00:00:00.000,15,3,3008834,hjh
1,6,1,,,false,3,9,0,,Brand in Königsberg,1760-04-16 00:00:00.000,31,4,4002651,an
1,6,1,,,false,3,9,0,,Dammbruch,1761-04-15 00:00:00.000,30,9,3009963,hjh
1,6,1,,,false,3,9,0,,Feuersbrunst,1761-04-22 00:00:00.000,32,9,3010109,hjh
1,6,1,,,false,3,9,0,,Feuersbrunst,1756-04-28 00:00:00.000,34,5,3000495,hjh
1,6,1,,,false,3,9,0,,Feuersbrunst,1756-09-15 00:00:00.000,74,4,3001438,BH
1,6,1,,,false,3,9,0,,Feuersbrunst,1761-04-22 00:00:00.000,32,9,3010110,hjh
1,6,1,,,false,3,9,0,,Feuersbrunst,1756-10-30 00:00:00.000,87,3,5000083,mf
1,6,1,,,false,3,9,0,,Gewitter,1759-08-01 00:00:00.000,61,6,2006765,jb
1,6,1,,,false,3,9,0,,Gewitter,1756-08-18 00:00:00.000,66,5,3000751,bh
1,6,1,,,false,3,9,0,,Luftzeichen in Gestalt einer feurigen Säule,1759-10-06 00:00:00.000,80,5,3009090,tc
1,6,1,,,false,3,9,0,,Meteorit,1756-09-04 00:00:00.000,71,3,3001243,bh
1,6,1,,,false,3,9,0,,Pulverexplosion in Thorn,1760-05-24 00:00:00.000,42,1,2008334,MF
1,6,1,,,false,3,9,0,,Sturm,1756-03-17 00:00:00.000,22,3,1000943,MF
1,6,1,,,false,3,9,0,,Überschwemmung,1761-04-08 00:00:00.000,28,2,3009820,hjh
1,6,1,,,false,3,9,0,,Überschwemmung,1756-01-31 00:00:00.000,9,4,1000426,MF
1,6,1,,,false,3,9,0,,Ungewöhnliche Kälte,1757-02-23 00:00:00.000,16,4,1001801,mf
1,6,1,,,false,3,9,0,,Unwetter,1759-09-01 00:00:00.000,70,4,3006795,tc
1,6,1,,,false,3,9,0,,Unwetter,1756-07-14 00:00:00.000,56,4,2000406,ek
1,6,1,,,false,3,9,0,,"Unwetter, Glaube an Erdbeben",1756-05-22 00:00:00.000,41,4,3001052,hjh
1,6,1,D,,false,3,9,0,,Überschwemmung,1757-04-06 00:00:00.000,28,4,1002304,mf
1,6,1,L,,false,3,9,0,,Brand der Stadt Wilna,1760-08-02 00:00:00.000,62,3,5000426,mf
1,6,3,,,false,3,9,0,,Überschwemmung,1761-04-15 00:00:00.000,30,9,3009964,hjh
1,6,3,,,false,3,9,0,,Überschwemmung,1761-04-15 00:00:00.000,30,9,3009962,hjh
1,6,3,,,false,3,9,0,,Unmenge Schnee,1758-02-22 00:00:00.000,15,1,3003854,hjh
1,6,4,,,false,3,9,0,,Erdbeben,1759-07-21 00:00:00.000,58,6,4001941,jb
1,6,4,,,false,3,9,0,,Erdbeben bei Göny und Neßmühl,1758-10-25 00:00:00.000,85,5,2003350,EK
1,6,4,,,false,3,9,0,,Hochwasser in Österreich,1761-08-22 00:00:00.000,67,6,2004979,EK
1,6,4,,,false,3,9,0,,Stadt Neusohl niedergebrannt,1761-08-15 00:00:00.000,65,5,2004910,EK
1,6,5,,,false,3,9,0,,"""Feuerklumpen"" steigt aus d. Erde",1761-06-24 00:00:00.000,50,1,3012014,hjh
1,6,5,,,false,3,9,0,,Brand,1759-12-26 00:00:00.000,103,5,3011315,tc
1,6,5,,,false,3,9,0,,Erdbeben,1757-02-19 00:00:00.000,15,4,1001763,mf
1,6,5,,,false,3,9,0,,Erdbeben,1761-06-24 00:00:00.000,50,1,3012011,hjh
1,6,5,,,false,3,9,0,,Feuersbrunst,1761-04-18 00:00:00.000,31,1,3009979,hjh
1,6,5,,,false,3,9,0,,Feuersbrunst,1759-12-15 00:00:00.000,100,5,3011176,tc
1,6,5,,,false,3,9,0,,Großbrand,1756-06-30 00:00:00.000,52,1,2000245,ek
1,6,5,,"Griechenland, Saloniki",false,3,9,0,,Erdbeben,1760-12-31 00:00:00.000,105,9,2008220,HJH
1,6,6,,,false,3,9,0,,Seuche verursacht Massenflucht,1758-10-28 00:00:00.000,86,5,2003442,ek
1,6,8,,,false,3,9,0,,Brand des großen Seemagazins in Cronstadt,1762-01-09 00:00:00.000,3,4,1005544,mf
1,6,8,,,false,3,9,0,,Brand in Moskau,1757-03-05 00:00:00.000,19,2,1001906,mf
1,6,8,,,false,3,9,0,,Eisbruch auf der Newa,1760-06-07 00:00:00.000,46,2,2508296,EK
1,6,8,,,false,3,9,0,,Großbrand,1756-06-26 00:00:00.000,51,3,2000213,ek
1,6,8,,,false,3,9,0,M,Großbrand infoge schweren Artilleriebeschüssen,1758-09-16 00:00:00.000,74,10,2002464,EK
1,6,8,,,false,3,9,0,,Hochwasser,1759-01-24 00:00:00.000,8,1,3003594,bh
1,6,8,,,false,3,9,0,,Kirchturm eingestürzt,1758-09-06 00:00:00.000,71,6,2002224,EK
1,6,8,,,false,3,9,0,,Maßnahmen gegen Pest in Persien,1759-05-12 00:00:00.000,38,5,2508050,BH
1,6,8,,,false,3,9,0,,Nordlicht,1760-09-20 00:00:00.000,76,9,2006987,hjh
1,6,8,,,false,3,9,0,,Petersburger Winter 1758/1759,1759-03-17 00:00:00.000,22,4,5001433,mf
1,6,8,,,false,3,9,0,,Pulverexplosion in Thorn,1760-05-24 00:00:00.000,42,1,2008334,MF
1,6,8,,,false,3,9,0,,Russ. Kriegsschiff explodiert,1758-10-14 00:00:00.000,82,3,2003103,ek
1,6,8,,,false,3,9,0,,Treibeis auf der Newa,1760-06-28 00:00:00.000,52,9,5001795,mf
1,6,8,,,false,3,9,0,,Treibeis in der Neva-Fluß,1757-01-05 00:00:00.000,2,4,1001152,MF
1,6,8,,,false,3,9,0,,Ungewöhliche Kälte in der Ukraine,1760-07-26 00:00:00.000,60,3,4002782,an
1,7,0,,,false,3,9,0,,Sturm,1761-02-04 00:00:00.000,10,2,3008569,hjh
1,7,2,,,false,3,9,0,,,1757-10-29 00:00:00.000,87,1,1004713,mf
1,7,2,,,false,3,9,0,,Sturm,1761-01-17 00:00:00.000,5,9,3008257,hjh
1,7,3,,,false,3,9,0,,Orkan,1761-01-10 00:00:00.000,3,2,3008137,hjh
1,7,3,,,false,3,9,0,,Orkan,1761-01-07 00:00:00.000,2,2,3008093,hjh
1,7,5,,,false,3,9,0,P,,1758-02-15 00:00:00.000,13,1,3003652,hjh
1,7,5,,,false,3,9,0,P,"Seestrürme im Mittelmeer, dän. und engl. Flotte beschädigt.",1760-01-26 00:00:00.000,8,4,4002136,an
1,7,5,,,false,3,9,0,,Seesturm,1759-02-14 00:00:00.000,13,9,3004825,bh
1,7,5,,,false,3,9,0,,Sturm,1756-05-12 00:00:00.000,38,1,3000670,hjh
1,7,5,,,false,3,9,0,,Sturm,1761-01-28 00:00:00.000,8,1,3008490,hjh
1,7,5,,,false,3,9,0,,Sturm vor Cartagena,1758-02-04 00:00:00.000,10,3,3002848,hjh
1,7,5,,,false,3,9,0,,Sturm-und Überschwemmungen,1760-02-20 00:00:00.000,15,1,4002265,an
1,7,5,,,false,3,9,0,P,Verlust bei der engl. Flotte verursacht durch Sturm,1759-10-27 00:00:00.000,86,5,3010144,tc
1,7,5,,,false,3,9,0,P,Verlust von Schiffen durch Seesturm,1759-02-14 00:00:00.000,13,9,3004826,bh
1,7,7,,,false,3,9,0,,Sturm,1758-02-08 00:00:00.000,11,4,3003421,hjh
2,1,0,,,false,3,9,0,,Brand in Konstantinopel,1758-05-24 00:00:00.000,41,9,3006632,hjh
2,1,0,,,false,3,9,0,,Brand in Konstantinopel,1760-05-24 00:00:00.000,42,4,2008346,MF
2,1,0,,,false,3,9,0,,Erdbeben,1756-11-06 00:00:00.000,89,1,4001540,mf
2,1,0,,,false,3,9,0,,Erdbebenmeldung von nordafrikan. Küste,1760-03-08 00:00:00.000,20,3,4002389,an
2,1,0,,,false,3,9,0,,Feuersbrunst,1756-09-01 00:00:00.000,70,1,3000933,bh
2,1,0,,,false,3,9,0,,Feuersbrunst in Konstantinopel,1759-03-03 00:00:00.000,18,2,5001277,mf
2,1,0,,,false,3,9,0,,Feuersbrunst in Konstantinopel,1762-10-27 00:00:00.000,86,1,5000802,mf
2,1,0,,,false,3,9,0,,Feuersbrunst in Konstantinopel,1762-11-03 00:00:00.000,88,1,5000830,mf
2,1,1,,,false,3,9,0,,Ansteckende Seuche/Pest,1758-10-04 00:00:00.000,79,1,2002818,ek
2,1,1,,,false,3,9,0,,Erdbeben,1756-12-18 00:00:00.000,101,1,3006400,tc
2,1,1,,,false,3,9,0,,Erdbeben,1756-12-18 00:00:00.000,101,2,3006415,tc
2,1,4,,,false,3,9,0,,Erdbeben im Heiligen Land,1760-03-05 00:00:00.000,19,3,4002364,an
2,1,4,,,false,3,9,0,,Erdbebenmeldung aus Syrien,1760-03-29 00:00:00.000,26,9,4002539,an
3,1,1,,,false,3,9,0,,,1759-08-04 00:00:00.000,62,10,2006839,jb
3,1,1,,,false,3,9,0,P,engl. Flotte durch Sturm zerstreut,1759-10-24 00:00:00.000,85,6,3009296,tc
3,1,1,,,false,3,9,0,,Erdbeben,1756-01-24 00:00:00.000,7,9,1000358,MF
3,1,1,,,false,3,9,0,,Großbrand,1756-08-11 00:00:00.000,64,1,2000671,ek
3,1,1,,,false,3,9,0,,Großbrand in Boston durch Pulverexplosion,1760-06-11 00:00:00.000,47,1,2008367,EK
3,1,1,,,false,3,9,0,,Heißer Nebel,1758-06-03 00:00:00.000,44,4,3007123,hjh
3,1,1,,,false,3,9,0,,Hitze,1756-10-16 00:00:00.000,83,3,3001816,BH
3,1,1,,,false,3,9,0,,Komet,1759-06-20 00:00:00.000,49,4,2006027,jb
3,1,1,,,false,3,9,0,,Stadtbrand in Boston,1760-06-07 00:00:00.000,46,4,2508311,EK
3,1,1,,,false,3,9,0,,Überschwemmungen in Engl.-Carolina,1761-10-24 00:00:00.000,85,2,2005842,EK
3,1,3,,,false,3,9,0,P,engl. Flotte durch Sturm zerstreut,1759-10-24 00:00:00.000,85,6,3009296,tc
3,2,1,,,false,3,9,0,P,Engl. Schiffe auf Weg nach Brasilien gestrandet,1760-04-02 00:00:00.000,27,2,4002546,an
3,2,2,,,false,3,9,0,,Erdbeben,1756-03-20 00:00:00.000,23,1,1000964,MF
3,2,2,,,false,3,9,0,M,Erdbeben,1756-01-03 00:00:00.000,1,1,1000001,MF
3,2,2,,,false,3,9,0,,Erdbeben,1756-04-21 00:00:00.000,32,1,3000324,hjh
3,2,2,,,false,3,9,0,,Erdbeben,1762-04-21 00:00:00.000,32,1,4000639,mf
3,2,2,,,false,3,9,0,,Großbrand in Lima,1756-07-21 00:00:00.000,58,1,2000456,ek
3,2,2,,Peru,false,3,9,0,,Großbrand,1756-07-10 00:00:00.000,55,1,2000355,ek
3,2,5,,,false,3,9,0,,Erdbeben,1756-05-01 00:00:00.000,35,2,3000529,hjh
3,3,1,,,false,3,9,0,,Erdbeben zu Barbados,1757-11-19 00:00:00.000,93,9,1004993,mf
3,3,1,,,false,3,9,0,,Feuersbrunst,1758-06-14 00:00:00.000,47,5,3007433,hjh
3,3,1,,,false,3,9,0,,Feuersbrunst,1756-05-12 00:00:00.000,38,2,3000701,hjh
3,3,3,,,false,3,9,0,,Feuersbrunst,1759-12-15 00:00:00.000,100,9,3011194,tc
3,3,3,,,false,3,9,0,,Sturmwind auf der Insel Martinique (ausführlich),1757-04-02 00:00:00.000,27,9,1002278,mf
4,0,2,,Oran,false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,2,1000273,MF
4,1,0,,,false,3,9,0,,Erdbeb .,1756-03-03 00:00:00.000,18,1,1000791,MF
4,1,0,,,false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,1,1000270,MF
4,1,0,,,false,3,9,0,,Erdbeben,1756-01-31 00:00:00.000,9,1,1000398,MF
4,1,0,,,false,3,9,0,,Erdbeben,1756-01-28 00:00:00.000,8,2,1000368,MF
4,1,0,,,false,3,9,0,,Erdbeben,1756-01-24 00:00:00.000,7,1,1000328,MF
4,1,0,,,false,3,9,0,,Erdbebenmeldung von nordafrikan. Küste,1760-03-08 00:00:00.000,20,3,4002389,an
4,1,4,,,false,3,9,0,,Erdbeben,1758-04-15 00:00:00.000,30,5,3005513,hjh
4,1,4,,,false,3,9,0,,Erdbeben,1756-01-10 00:00:00.000,3,1,1000116,MF
4,1,4,,,false,3,9,0,,Erdbeben,1756-01-28 00:00:00.000,8,2,1000368,MF
4,1,4,,,false,3,9,0,,Erdbeben,1756-07-31 00:00:00.000,61,1,2000570,ek
4,1,4,,Constantina,false,3,9,0,,Erdbeben,1758-02-18 00:00:00.000,14,3,3003780,hjh
4,1,5,,,false,3,9,0,,Erdbeben,1756-01-24 00:00:00.000,7,1,1000328,MF
4,1,5,,,false,3,9,0,,Erdbeben,1756-01-31 00:00:00.000,9,1,1000398,MF
4,1,5,,,false,3,9,0,,Erdbeben,1756-01-14 00:00:00.000,4,3,1000190,MF
4,1,5,,,false,3,9,0,,Erdbeben,1756-01-24 00:00:00.000,7,4,1000344,MF
4,1,5,,,false,3,9,0,,Erdbeben,1756-01-14 00:00:00.000,4,1,1000173,MF
4,1,5,,,false,3,9,0,,Überflutung,1756-01-10 00:00:00.000,3,2,1000118,MF
7,1,0,,,false,3,9,0,,Erdbeben,1756-01-24 00:00:00.000,7,3,1000341,MF
7,1,0,,,false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,1,1000270,MF
7,1,0,,,false,3,9,0,,Sturm,1758-05-24 00:00:00.000,41,9,3006623,hjh
7,1,2,,Kanarische In.,false,3,9,0,,Erdbeben,1756-01-24 00:00:00.000,7,1,1000328,MF
7,1,2,,Kanarische Inseln,false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,1,1000270,MF
7,1,5,,Aoreniseln,false,3,9,0,,Erdbeben,1757-11-05 00:00:00.000,89,4,1004793,mf
7,1,5,,Azorische Insel,false,3,9,0,,Erdbeben,1757-11-12 00:00:00.000,91,5,1004896,mf
7,1,5,,Azorische Inseln,false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,1,1000270,MF
7,1,5,,Azorische Inseln,false,3,9,0,,Erdbeben,1757-12-10 00:00:00.000,99,1,1005221,mf
7,1,5,,Azorische Inseln,false,3,9,0,,Erdbeben auf den Azorischen Inseln (ausführl. Relation),1757-12-17 00:00:00.000,101,9,1005326,mf
7,1,5,,"Fonzala, In.",false,3,9,0,,Erdbeben,1756-02-18 00:00:00.000,14,1,1000644,MF
7,1,5,,"Madera, In.",false,3,9,0,,Erdbeben,1756-01-21 00:00:00.000,6,1,1000270,MF
7,3,0,,,false,3,9,0,,Feuerball vom Himmel,1762-06-23 00:00:00.000,50,2,4001036,mf
