"ID","Coder","Ausgabe","Nummer","Seite"
2007210,jb,1759-08-22 00:00:00.000,67,3
2007211,jb,1759-08-22 00:00:00.000,67,3
2007212,jb,1759-08-22 00:00:00.000,67,4
2007213,jb,1759-08-22 00:00:00.000,67,4
2007214,jb,1759-08-22 00:00:00.000,67,4
2007215,jb,1759-08-22 00:00:00.000,67,4
2007216,jb,1759-08-22 00:00:00.000,67,4
2007217,jb,1759-08-22 00:00:00.000,67,4
2007218,jb,1759-08-22 00:00:00.000,67,4
2007219,jb,1759-08-22 00:00:00.000,67,5
2007220,jb,1759-08-22 00:00:00.000,67,5
2007221,jb,1759-08-22 00:00:00.000,67,5
2007222,jb,1759-08-22 00:00:00.000,67,5
2007223,jb,1759-08-22 00:00:00.000,67,5
2007224,jb,1759-08-22 00:00:00.000,67,5
2007225,jb,1759-08-22 00:00:00.000,67,5
2007226,jb,1759-08-22 00:00:00.000,67,6
2007227,jb,1759-08-22 00:00:00.000,67,6
2007228,jb,1759-08-22 00:00:00.000,67,6
2007229,jb,1759-08-22 00:00:00.000,67,6
2007230,jb,1759-08-22 00:00:00.000,67,9
2007231,jb,1759-08-22 00:00:00.000,67,13
2007232,jb,1759-08-22 00:00:00.000,67,14
2007233,jb,1759-08-22 00:00:00.000,67,17
2007234,jb,1759-08-22 00:00:00.000,67,21
2007235,jb,1759-08-25 00:00:00.000,68,1
2007236,jb,1759-08-25 00:00:00.000,68,1
2007237,jb,1759-08-25 00:00:00.000,68,1
2007238,jb,1759-08-25 00:00:00.000,68,2
2007239,jb,1759-08-25 00:00:00.000,68,2
2007240,jb,1759-08-25 00:00:00.000,68,3
2007241,jb,1759-08-25 00:00:00.000,68,3
2007242,jb,1759-08-25 00:00:00.000,68,3
2007243,jb,1759-08-25 00:00:00.000,68,3
2007244,jb,1759-08-25 00:00:00.000,68,3
2007245,jb,1759-08-25 00:00:00.000,68,3
2007246,jb,1759-08-25 00:00:00.000,68,3
2007247,jb,1759-08-25 00:00:00.000,68,4
2007248,jb,1759-08-25 00:00:00.000,68,4
2007249,jb,1759-08-25 00:00:00.000,68,4
2007250,jb,1759-08-25 00:00:00.000,68,4
2007251,jb,1759-08-25 00:00:00.000,68,4
2007252,jb,1759-08-25 00:00:00.000,68,4
2007253,jb,1759-08-25 00:00:00.000,68,4
2007254,jb,1759-08-25 00:00:00.000,68,4
2007255,jb,1759-08-25 00:00:00.000,68,5
2007256,jb,1759-08-25 00:00:00.000,68,5
2007257,jb,1759-08-25 00:00:00.000,68,5
2007258,jb,1759-08-25 00:00:00.000,68,5
2007259,jb,1759-08-25 00:00:00.000,68,5
2007260,jb,1759-08-25 00:00:00.000,68,5
2007261,jb,1759-08-25 00:00:00.000,68,6
2007262,jb,1759-08-25 00:00:00.000,68,6
2007263,jb,1759-08-25 00:00:00.000,68,6
2007264,jb,1759-08-25 00:00:00.000,68,9
2007265,jb,1759-08-25 00:00:00.000,68,13
2007266,jb,1759-08-25 00:00:00.000,68,15
2007267,jb,1759-08-25 00:00:00.000,68,18
2007268,hjh,1760-09-27 00:00:00.000,78,5
2007269,hjh,1760-09-27 00:00:00.000,78,5
2007270,hjh,1760-09-27 00:00:00.000,78,5
2007271,hjh,1760-09-27 00:00:00.000,78,5
2007272,hjh,1760-09-27 00:00:00.000,78,9
2007273,hjh,1760-09-27 00:00:00.000,78,9
2007274,hjh,1760-09-27 00:00:00.000,78,9
2007275,hjh,1760-09-27 00:00:00.000,78,9
2007276,hjh,1760-09-27 00:00:00.000,78,10
2007277,hjh,1760-09-27 00:00:00.000,78,10
2007278,hjh,1760-09-27 00:00:00.000,78,10
2007279,hjh,1760-09-27 00:00:00.000,78,10
2007280,hjh,1760-09-27 00:00:00.000,78,10
2007281,hjh,1760-10-01 00:00:00.000,79,1
2007282,hjh,1760-10-01 00:00:00.000,79,1
2007283,hjh,1760-10-01 00:00:00.000,79,1
2007284,hjh,1760-10-01 00:00:00.000,79,1
2007285,hjh,1760-10-01 00:00:00.000,79,1
2007286,hjh,1760-10-01 00:00:00.000,79,1
2007287,hjh,1760-10-01 00:00:00.000,79,1
2007288,hjh,1760-10-01 00:00:00.000,79,1
2007289,hjh,1760-10-01 00:00:00.000,79,2
2007290,hjh,1760-10-01 00:00:00.000,79,2
2007291,hjh,1760-10-01 00:00:00.000,79,2
2007292,hjh,1760-10-01 00:00:00.000,79,2
2007293,hjh,1760-10-01 00:00:00.000,79,2
2007294,hjh,1760-10-01 00:00:00.000,79,2
2007295,hjh,1760-10-01 00:00:00.000,79,2
2007296,hjh,1760-10-01 00:00:00.000,79,2
2007297,hjh,1760-10-01 00:00:00.000,79,2
2007298,hjh,1760-10-01 00:00:00.000,79,2
2007299,hjh,1760-10-01 00:00:00.000,79,2
2007300,hjh,1760-10-01 00:00:00.000,79,2
2007301,hjh,1760-10-01 00:00:00.000,79,3
2007302,hjh,1760-10-01 00:00:00.000,79,3
2007303,hjh,1760-10-01 00:00:00.000,79,3
2007304,hjh,1760-10-01 00:00:00.000,79,3
2007305,hjh,1760-10-01 00:00:00.000,79,3
2007306,hjh,1760-10-01 00:00:00.000,79,3
2007307,hjh,1760-10-01 00:00:00.000,79,4
2007308,hjh,1760-10-01 00:00:00.000,79,4
2007309,hjh,1760-10-01 00:00:00.000,79,4
2007310,hjh,1760-10-01 00:00:00.000,79,4
2007311,hjh,1760-10-01 00:00:00.000,79,4
2007312,hjh,1760-10-01 00:00:00.000,79,4
2007313,hjh,1760-10-01 00:00:00.000,79,4
2007314,hjh,1760-10-01 00:00:00.000,79,4
2007315,hjh,1760-10-01 00:00:00.000,79,4
2007316,hjh,1760-10-01 00:00:00.000,79,4
2007317,hjh,1760-10-01 00:00:00.000,79,4
2007318,hjh,1760-10-01 00:00:00.000,79,4
2007319,hjh,1760-10-01 00:00:00.000,79,5
2007320,hjh,1760-10-01 00:00:00.000,79,5
2007321,hjh,1760-10-01 00:00:00.000,79,9
2007322,hjh,1760-10-01 00:00:00.000,79,9
2007323,hjh,1760-10-01 00:00:00.000,79,9
2007324,hjh,1760-10-01 00:00:00.000,79,9
2007325,hjh,1760-10-01 00:00:00.000,79,10
2007326,hjh,1760-10-01 00:00:00.000,79,10
2007327,hjh,1760-10-01 00:00:00.000,79,10
2007328,hjh,1760-10-01 00:00:00.000,79,11
2007329,hjh,1760-10-01 00:00:00.000,79,11
2007330,HJH,1760-10-01 00:00:00.000,79,11
2007331,HJH,1760-10-01 00:00:00.000,79,12
2007332,HJH,1760-10-01 00:00:00.000,79,12
2007333,HJH,1760-10-01 00:00:00.000,79,13
2007334,HJH,1760-10-01 00:00:00.000,79,13
2007335,HJH,1760-10-01 00:00:00.000,79,13
2007336,HJH,1760-10-01 00:00:00.000,79,13
2007337,HJH,1760-10-01 00:00:00.000,79,13
2007338,HJH,1760-10-01 00:00:00.000,79,13
2007339,HJH,1760-10-04 00:00:00.000,80,1
2007340,HJH,1760-10-04 00:00:00.000,80,1
2007341,HJH,1760-10-04 00:00:00.000,80,1
2007342,HJH,1760-10-04 00:00:00.000,80,1
2007343,HJH,1760-10-04 00:00:00.000,80,1
2007344,HJH,1760-10-04 00:00:00.000,80,2
2007345,HJH,1760-10-04 00:00:00.000,80,2
2007346,HJH,1760-10-04 00:00:00.000,80,2
2007347,HJH,1760-10-04 00:00:00.000,80,2
2007348,HJH,1760-10-04 00:00:00.000,80,2
2007349,HJH,1760-10-04 00:00:00.000,80,2
2007350,HJH,1760-10-04 00:00:00.000,80,2
2007351,HJH,1760-10-04 00:00:00.000,80,2
2007352,HJH,1760-10-04 00:00:00.000,80,2
2007353,HJH,1760-10-04 00:00:00.000,80,2
2007354,HJH,1760-10-04 00:00:00.000,80,2
2007355,HJH,1760-10-04 00:00:00.000,80,2
2007356,HJH,1760-10-04 00:00:00.000,80,2
2007357,HJH,1760-10-04 00:00:00.000,80,3
2007358,HJH,1760-10-04 00:00:00.000,80,3
2007359,HJH,1760-10-04 00:00:00.000,80,3
2007360,HJH,1760-10-04 00:00:00.000,80,3
2007361,HJH,1760-10-04 00:00:00.000,80,3
2007362,HJH,1760-10-04 00:00:00.000,80,3
2007363,HJH,1760-10-04 00:00:00.000,80,4
2007364,HJH,1760-10-04 00:00:00.000,80,4
2007365,HJH,1760-10-04 00:00:00.000,80,4
2007366,HJH,1760-10-04 00:00:00.000,80,4
2007367,HJH,1760-10-04 00:00:00.000,80,4
2007368,HJH,1760-10-04 00:00:00.000,80,4
2007369,HJH,1760-10-04 00:00:00.000,80,4
2007370,HJH,1760-10-04 00:00:00.000,80,5
2007371,HJH,1760-10-04 00:00:00.000,80,9
2007372,HJH,1760-10-04 00:00:00.000,80,9
2007373,HJH,1760-10-04 00:00:00.000,80,9
2007374,HJH,1760-10-04 00:00:00.000,80,9
2007375,HJH,1760-10-04 00:00:00.000,80,9
2007376,HJH,1760-10-04 00:00:00.000,80,9
2007377,HJH,1760-10-04 00:00:00.000,80,10
2007378,HJH,1760-10-04 00:00:00.000,80,10
2007379,HJH,1760-10-04 00:00:00.000,80,10
2007380,HJH,1760-10-04 00:00:00.000,80,11
2007381,HJH,1760-10-04 00:00:00.000,80,11
2007382,HJH,1760-10-04 00:00:00.000,80,11
2007383,HJH,1760-10-04 00:00:00.000,80,11
2007384,HJH,1760-10-04 00:00:00.000,80,11
2007385,HJH,1760-10-04 00:00:00.000,80,11
2007386,HJH,1760-10-04 00:00:00.000,80,11
2007387,HJH,1760-10-04 00:00:00.000,80,11
2007388,HJH,1760-10-04 00:00:00.000,80,12
2007389,HJH,1760-10-04 00:00:00.000,80,12
2007390,HJH,1760-10-04 00:00:00.000,80,13
2007391,HJH,1760-10-04 00:00:00.000,80,13
2007392,HJH,1760-10-04 00:00:00.000,80,11
2007393,HJH,1760-10-04 00:00:00.000,80,14
2007394,HJH,1760-10-04 00:00:00.000,80,14
2007395,HJH,1760-10-04 00:00:00.000,80,15
2007396,HJH,1760-10-04 00:00:00.000,80,15
2007397,HJH,1760-10-04 00:00:00.000,80,15
2007398,HJH,1760-10-04 00:00:00.000,80,15
2007399,HJH,1760-10-04 00:00:00.000,80,16
2007400,HJH,1760-10-04 00:00:00.000,80,16
2007401,HJH,1760-10-04 00:00:00.000,80,16
2007402,HJH,1760-10-04 00:00:00.000,80,17
2007403,HJH,1760-10-04 00:00:00.000,80,17
2007404,HJH,1760-10-08 00:00:00.000,81,1
2007405,HJH,1760-10-08 00:00:00.000,81,1
2007406,HJH,1760-10-08 00:00:00.000,81,1
2007407,HJH,1760-10-08 00:00:00.000,81,1
2007408,HJH,1760-10-08 00:00:00.000,81,1
2007409,HJH,1760-10-08 00:00:00.000,81,1
2007410,HJH,1760-10-08 00:00:00.000,81,1
2007411,HJH,1760-10-08 00:00:00.000,81,1
2007412,HJH,1760-10-08 00:00:00.000,81,1
2007413,HJH,1760-10-08 00:00:00.000,81,1
2007414,HJH,1760-10-08 00:00:00.000,81,2
2007415,HJH,1760-10-08 00:00:00.000,81,2
2007416,HJH,1760-10-08 00:00:00.000,81,2
2007417,HJH,1760-10-08 00:00:00.000,81,2
2007418,HJH,1760-10-08 00:00:00.000,81,2
2007419,HJH,1760-10-08 00:00:00.000,81,3
2007420,HJH,1760-10-08 00:00:00.000,81,3
2007421,HJH,1760-10-08 00:00:00.000,81,3
2007422,HJH,1760-10-08 00:00:00.000,81,3
2007423,HJH,1760-10-08 00:00:00.000,81,3
2007424,HJH,1760-10-08 00:00:00.000,81,4
2007425,HJH,1760-10-08 00:00:00.000,81,4
2007426,HJH,1760-10-08 00:00:00.000,81,4
2007427,HJH,1760-10-08 00:00:00.000,81,4
2007428,HJH,1760-10-08 00:00:00.000,81,4
2007429,HJH,1760-10-08 00:00:00.000,81,4
2007430,HJH,1760-10-08 00:00:00.000,81,4
2007431,HJH,1760-10-08 00:00:00.000,81,4
2007432,HJH,1760-10-08 00:00:00.000,81,4
2007433,HJH,1760-10-08 00:00:00.000,81,4
2007434,HJH,1760-10-08 00:00:00.000,81,4
2007435,HJH,1760-10-08 00:00:00.000,81,5
2007436,HJH,1760-10-08 00:00:00.000,81,9
2007437,HJH,1760-10-08 00:00:00.000,81,9
2007438,HJH,1760-10-08 00:00:00.000,81,9
2007439,HJH,1760-10-08 00:00:00.000,81,9
2007440,HJH,1760-10-08 00:00:00.000,81,9
2007441,HJH,1760-10-08 00:00:00.000,81,9
2007442,HJH,1760-10-08 00:00:00.000,81,9
2007443,HJH,1760-10-08 00:00:00.000,81,9
2007444,HJH,1760-10-08 00:00:00.000,81,9
2007445,HJH,1760-10-08 00:00:00.000,81,9
2007446,HJH,1760-10-08 00:00:00.000,81,9
2007447,HJH,1760-10-08 00:00:00.000,81,9
2007448,HJH,1760-10-08 00:00:00.000,81,9
2007449,HJH,1760-10-08 00:00:00.000,81,9
2007450,HJH,1760-10-08 00:00:00.000,81,9
2007451,HJH,1760-10-08 00:00:00.000,81,9
2007452,HJH,1760-10-08 00:00:00.000,81,9
2007453,HJH,1760-10-08 00:00:00.000,81,10
2007454,HJH,1760-10-08 00:00:00.000,81,11
2007455,HJH,1760-10-08 00:00:00.000,81,11
2007456,HJH,1760-10-08 00:00:00.000,81,11
2007457,HJH,1760-10-08 00:00:00.000,81,12
2007458,jb,1759-08-29 00:00:00.000,69,1
2007459,jb,1759-08-29 00:00:00.000,69,1
2007460,jb,1759-08-29 00:00:00.000,69,2
2007461,jb,1759-08-29 00:00:00.000,69,2
2007462,jb,1759-08-29 00:00:00.000,69,2
2007463,jb,1759-08-29 00:00:00.000,69,3
2007464,jb,1759-08-29 00:00:00.000,69,3
2007465,jb,1759-08-29 00:00:00.000,69,3
2007466,jb,1759-08-29 00:00:00.000,69,4
2007467,jb,1759-08-29 00:00:00.000,69,4
2007468,jb,1759-08-29 00:00:00.000,69,4
2007469,jb,1759-08-29 00:00:00.000,69,4
2007470,jb,1759-08-29 00:00:00.000,69,5
2007471,jb,1759-08-29 00:00:00.000,69,5
2007472,jb,1759-08-29 00:00:00.000,69,5
2007473,jb,1759-08-29 00:00:00.000,69,5
2007474,jb,1759-08-29 00:00:00.000,69,5
2007475,jb,1759-08-29 00:00:00.000,69,5
2007476,jb,1759-08-29 00:00:00.000,69,6
2007477,jb,1759-08-29 00:00:00.000,69,6
2007478,jb,1759-08-29 00:00:00.000,69,6
2007479,jb,1759-08-29 00:00:00.000,69,6
2007480,jb,1759-08-29 00:00:00.000,69,6
2007481,jb,1759-08-29 00:00:00.000,69,9
2007482,jb,1759-08-29 00:00:00.000,69,9
2007483,jb,1759-08-29 00:00:00.000,69,9
2007484,jb,1759-08-29 00:00:00.000,69,9
2007485,jb,1759-08-29 00:00:00.000,69,9
2007486,jb,1759-08-29 00:00:00.000,69,9
2007487,jb,1759-08-29 00:00:00.000,69,9
2007488,jb,1759-08-29 00:00:00.000,69,9
2007489,jb,1759-08-29 00:00:00.000,69,9
2007490,jb,1759-08-29 00:00:00.000,69,11
2007491,jb,1759-08-29 00:00:00.000,69,12
2007492,jb,1759-08-29 00:00:00.000,69,17
2007493,jb,1759-08-29 00:00:00.000,69,18
2007494,HJH,1760-10-08 00:00:00.000,81,12
2007495,HJH,1760-10-08 00:00:00.000,81,13
2007496,HJH,1760-10-08 00:00:00.000,81,14
2007497,HJH,1760-10-08 00:00:00.000,81,15
2007498,HJH,1760-10-08 00:00:00.000,81,15
2007499,HJH,1760-10-11 00:00:00.000,82,1
2007500,HJH,1760-10-11 00:00:00.000,82,1
2007501,HJH,1760-10-11 00:00:00.000,82,1
2007502,HJH,1760-10-11 00:00:00.000,82,1
2007503,HJH,1760-10-11 00:00:00.000,82,1
2007504,HJH,1760-10-11 00:00:00.000,82,1
2007505,HJH,1760-10-11 00:00:00.000,82,2
2007506,HJH,1760-10-11 00:00:00.000,82,2
2007507,HJH,1760-10-11 00:00:00.000,82,2
2007508,HJH,1760-10-11 00:00:00.000,82,2
2007509,HJH,1760-10-11 00:00:00.000,82,2
2007510,HJH,1760-10-11 00:00:00.000,82,2
2007511,HJH,1760-10-11 00:00:00.000,82,2
2007512,HJH,1760-10-11 00:00:00.000,82,2
2007513,HJH,1760-10-11 00:00:00.000,82,3
2007515,HJH,1760-10-11 00:00:00.000,82,3
2007516,HJH,1760-10-11 00:00:00.000,82,3
2007517,HJH,1760-10-11 00:00:00.000,82,3
2007518,HJH,1760-10-11 00:00:00.000,82,3
2007519,HJH,1760-10-11 00:00:00.000,82,3
2007520,HJH,1760-10-11 00:00:00.000,82,3
2007521,HJH,1760-10-11 00:00:00.000,82,3
2007522,HJH,1760-10-11 00:00:00.000,82,3
2007523,HJH,1760-10-11 00:00:00.000,82,4
2007524,HJH,1760-10-11 00:00:00.000,82,4
2007525,HJH,1760-10-11 00:00:00.000,82,4
2007526,HJH,1760-10-11 00:00:00.000,82,4
2007527,HJH,1760-10-11 00:00:00.000,82,4
2007528,HJH,1760-10-11 00:00:00.000,82,4
2007529,HJH,1760-10-11 00:00:00.000,82,4
2007530,HJH,1760-10-11 00:00:00.000,82,4
2007531,HJH,1760-10-11 00:00:00.000,82,4
2007532,HJH,1760-10-11 00:00:00.000,82,4
2007533,HJH,1760-10-11 00:00:00.000,82,5
2007534,HJH,1760-10-11 00:00:00.000,82,5
2007535,HJH,1760-10-11 00:00:00.000,82,5
2007536,HJH,1760-10-11 00:00:00.000,82,5
2007537,HJH,1760-10-11 00:00:00.000,82,9
2007538,HJH,1760-10-11 00:00:00.000,82,12
2007539,HJH,1760-10-11 00:00:00.000,82,14
2007540,HJH,1760-10-11 00:00:00.000,82,15
2007541,HJH,1760-10-11 00:00:00.000,82,15
2007542,HJH,1760-10-11 00:00:00.000,82,15
2007543,HJH,1760-10-11 00:00:00.000,82,15
2007544,HJH,1760-10-11 00:00:00.000,82,15
2007545,HJH,1760-10-11 00:00:00.000,82,15
2007546,HJH,1760-10-11 00:00:00.000,82,15
2007547,HJH,1760-10-11 00:00:00.000,82,16
2007548,HJH,1760-10-11 00:00:00.000,82,16
2007549,HJH,1760-10-11 00:00:00.000,82,16
2007550,HJH,1760-10-11 00:00:00.000,82,16
2007551,HJH,1760-10-15 00:00:00.000,83,1
2007552,HJH,1760-10-15 00:00:00.000,83,1
2007553,HJH,1760-10-15 00:00:00.000,83,1
2007554,HJH,1760-10-15 00:00:00.000,83,1
2007555,HJH,1760-10-15 00:00:00.000,83,1
2007556,HJH,1760-10-15 00:00:00.000,83,1
2007557,HJH,1760-10-15 00:00:00.000,83,1
2007558,HJH,1760-10-15 00:00:00.000,83,1
2007559,HJH,1760-10-15 00:00:00.000,83,2
2007560,HJH,1760-10-15 00:00:00.000,83,2
2007561,HJH,1760-10-15 00:00:00.000,83,2
2007562,HJH,1760-10-15 00:00:00.000,83,2
2007563,HJH,1760-10-15 00:00:00.000,83,2
2007564,HJH,1760-10-15 00:00:00.000,83,2
2007565,HJH,1760-10-15 00:00:00.000,83,2
2007566,HJH,1760-10-15 00:00:00.000,83,2
2007567,HJH,1760-10-15 00:00:00.000,83,2
2007568,HJH,1760-10-15 00:00:00.000,83,2
2007569,HJH,1760-10-15 00:00:00.000,83,2
2007570,HJH,1760-10-15 00:00:00.000,83,2
2007571,HJH,1760-10-15 00:00:00.000,83,3
2007572,HJH,1760-10-15 00:00:00.000,83,3
2007573,HJH,1760-10-15 00:00:00.000,83,3
2007574,HJH,1760-10-15 00:00:00.000,83,3
2007575,HJH,1760-10-15 00:00:00.000,83,3
2007576,HJH,1760-10-15 00:00:00.000,83,3
2007577,HJH,1760-10-15 00:00:00.000,83,3
2007578,HJH,1760-10-15 00:00:00.000,83,3
2007579,HJH,1760-10-15 00:00:00.000,83,3
2007580,HJH,1760-10-15 00:00:00.000,83,4
2007581,HJH,1760-10-15 00:00:00.000,83,4
2007582,HJH,1760-10-15 00:00:00.000,83,4
2007583,HJH,1760-10-15 00:00:00.000,83,4
2007584,HJH,1760-10-15 00:00:00.000,83,4
2007585,HJH,1760-10-15 00:00:00.000,83,4
2007586,HJH,1760-10-15 00:00:00.000,83,4
2007587,HJH,1760-10-15 00:00:00.000,83,4
2007588,HJH,1760-10-15 00:00:00.000,83,4
2007589,HJH,1760-10-15 00:00:00.000,83,4
2007590,HJH,1760-10-15 00:00:00.000,83,4
2007591,HJH,1760-10-15 00:00:00.000,83,5
2007592,HJH,1760-10-15 00:00:00.000,83,9
2007593,HJH,1760-10-15 00:00:00.000,83,10
2007594,HJH,1760-10-15 00:00:00.000,83,11
2007595,HJH,1760-10-15 00:00:00.000,83,13
2007596,HJH,1760-10-15 00:00:00.000,83,13
2007597,HJH,1760-10-15 00:00:00.000,83,13
2007598,HJH,1760-10-15 00:00:00.000,83,13
2007599,HJH,1760-10-15 00:00:00.000,83,13
2007600,HJH,1760-10-15 00:00:00.000,83,13
2007601,HJH,1760-10-15 00:00:00.000,83,14
2007602,HJH,1760-10-18 00:00:00.000,84,1
2007603,HJH,1760-10-18 00:00:00.000,84,1
2007604,HJH,1760-10-18 00:00:00.000,84,1
2007605,HJH,1760-10-18 00:00:00.000,84,1
2007606,HJH,1760-10-18 00:00:00.000,84,2
2007607,HJH,1760-10-18 00:00:00.000,84,2
2007608,HJH,1760-10-18 00:00:00.000,84,2
2007609,HJH,1760-10-18 00:00:00.000,84,2
2007610,HJH,1760-10-18 00:00:00.000,84,2
2007611,HJH,1760-10-18 00:00:00.000,84,3
2007612,HJH,1760-10-18 00:00:00.000,84,3
2007613,HJH,1760-10-18 00:00:00.000,84,3
2007614,HJH,1760-10-18 00:00:00.000,84,3
2007615,HJH,1760-10-18 00:00:00.000,84,3
2007616,HJH,1760-10-18 00:00:00.000,84,3
2007617,HJH,1760-10-18 00:00:00.000,84,3
2007618,HJH,1760-10-18 00:00:00.000,84,3
2007619,HJH,1760-10-18 00:00:00.000,84,4
2007620,HJH,1760-10-18 00:00:00.000,84,4
2007621,HJH,1760-10-18 00:00:00.000,84,4
2007622,HJH,1760-10-18 00:00:00.000,84,4
2007623,HJH,1760-10-18 00:00:00.000,84,4
2007624,HJH,1760-10-18 00:00:00.000,84,4
2007625,HJH,1760-10-18 00:00:00.000,84,4
2007626,HJH,1760-10-18 00:00:00.000,84,4
2007627,HJH,1760-10-18 00:00:00.000,84,4
2007628,HJH,1760-10-18 00:00:00.000,84,4
2007629,HJH,1760-10-18 00:00:00.000,84,5
2007630,HJH,1760-10-18 00:00:00.000,84,5
2007631,HJH,1760-10-18 00:00:00.000,84,9
2007632,HJH,1760-10-18 00:00:00.000,84,9
2007633,HJH,1760-10-18 00:00:00.000,84,9
2007634,HJH,1760-10-18 00:00:00.000,84,9
2007635,HJH,1760-10-18 00:00:00.000,84,9
2007636,HJH,1760-10-18 00:00:00.000,84,9
2007637,HJH,1760-10-18 00:00:00.000,84,10
2007638,HJH,1760-10-18 00:00:00.000,84,10
2007639,HJH,1760-10-18 00:00:00.000,84,10
2007640,HJH,1760-10-18 00:00:00.000,84,10
2007641,HJH,1760-10-18 00:00:00.000,84,11
2007642,HJH,1760-10-18 00:00:00.000,84,11
2007643,HJH,1760-10-18 00:00:00.000,84,11
2007644,HJH,1760-10-18 00:00:00.000,84,12
2007645,HJH,1760-10-18 00:00:00.000,84,12
2007646,HJH,1760-10-22 00:00:00.000,85,1
2007648,HJH,1760-10-22 00:00:00.000,85,1
2007649,HJH,1760-10-22 00:00:00.000,85,1
2007650,HJH,1760-10-22 00:00:00.000,85,1
2007651,HJH,1760-10-22 00:00:00.000,85,1
2007652,HJH,1760-10-22 00:00:00.000,85,1
2007653,HJH,1760-10-22 00:00:00.000,85,2
2007654,HJH,1760-10-22 00:00:00.000,85,2
2007655,HJH,1760-10-22 00:00:00.000,85,2
2007656,HJH,1760-10-22 00:00:00.000,85,2
2007657,HJH,1760-10-22 00:00:00.000,85,2
2007658,HJH,1760-10-22 00:00:00.000,85,2
2007659,HJH,1760-10-22 00:00:00.000,85,2
2007660,HJH,1760-10-22 00:00:00.000,85,3
2007661,HJH,1760-10-22 00:00:00.000,85,3
2007662,HJH,1760-10-22 00:00:00.000,85,3
2007663,HJH,1760-10-22 00:00:00.000,85,3
2007664,HJH,1760-10-22 00:00:00.000,85,3
2007665,HJH,1760-10-22 00:00:00.000,85,4
2007666,HJH,1760-10-22 00:00:00.000,85,4
2007667,HJH,1760-10-22 00:00:00.000,85,5
2007668,HJH,1760-10-22 00:00:00.000,85,5
2007669,HJH,1760-10-22 00:00:00.000,85,5
2007670,HJH,1760-10-22 00:00:00.000,85,5
2007671,HJH,1760-10-22 00:00:00.000,85,5
2007672,HJH,1760-10-22 00:00:00.000,85,9
2007673,HJH,1760-10-22 00:00:00.000,85,9
2007674,HJH,1760-10-22 00:00:00.000,85,9
2007675,HJH,1760-10-22 00:00:00.000,85,9
2007676,HJH,1760-10-22 00:00:00.000,85,9
2007677,HJH,1760-10-22 00:00:00.000,85,11
2007678,HJH,1760-10-22 00:00:00.000,85,11
2007679,HJH,1760-10-22 00:00:00.000,85,12
2007680,HJH,1760-10-25 00:00:00.000,86,1
2007681,HJH,1760-10-25 00:00:00.000,86,1
2007682,HJH,1760-10-25 00:00:00.000,86,4
2007683,HJH,1760-10-25 00:00:00.000,86,4
2007684,HJH,1760-10-25 00:00:00.000,86,4
2007685,HJH,1760-10-25 00:00:00.000,86,4
2007686,HJH,1760-10-25 00:00:00.000,86,4
2007687,HJH,1760-10-25 00:00:00.000,86,4
2007688,HJH,1760-10-25 00:00:00.000,86,5
2007689,HJH,1760-10-25 00:00:00.000,86,5
2007690,HJH,1760-10-25 00:00:00.000,86,5
2007691,HJH,1760-10-25 00:00:00.000,86,5
2007692,HJH,1760-10-25 00:00:00.000,86,5
2007693,HJH,1760-10-25 00:00:00.000,86,5
2007694,HJH,1760-10-25 00:00:00.000,86,9
2007695,HJH,1760-10-25 00:00:00.000,86,9
2007696,HJH,1760-10-25 00:00:00.000,86,9
2007697,HJH,1760-10-25 00:00:00.000,86,11
2007698,HJH,1760-10-25 00:00:00.000,86,11
2007699,HJH,1760-10-25 00:00:00.000,86,11
2007700,HJH,1760-10-25 00:00:00.000,86,11
2007701,HJH,1760-10-25 00:00:00.000,86,11
2007702,HJH,1760-10-25 00:00:00.000,86,11
2007703,HJH,1760-10-25 00:00:00.000,86,11
2007704,HJH,1760-10-25 00:00:00.000,86,12
2007705,HJH,1760-10-25 00:00:00.000,86,12
2007706,EK,1760-05-28 00:00:00.000,43,1
2007707,EK,1760-05-28 00:00:00.000,43,1
2007708,EK,1760-05-28 00:00:00.000,43,1
2007709,EK,1760-05-28 00:00:00.000,43,2
2007710,EK,1760-05-28 00:00:00.000,43,2
2007711,EK,1760-05-28 00:00:00.000,43,2
2007712,EK,1760-05-28 00:00:00.000,43,2
2007713,EK,1760-05-28 00:00:00.000,43,2
2007714,EK,1760-05-28 00:00:00.000,43,2
2007715,EK,1760-05-28 00:00:00.000,43,2
2007716,EK,1760-05-28 00:00:00.000,43,3
2007717,EK,1760-05-28 00:00:00.000,43,3
2007718,EK,1760-05-28 00:00:00.000,43,3
2007719,EK,1760-05-28 00:00:00.000,43,3
2007720,EK,1760-05-28 00:00:00.000,43,3
2007721,EK,1760-05-28 00:00:00.000,43,3
2007722,EK,1760-05-28 00:00:00.000,43,4
2007723,EK,1760-05-28 00:00:00.000,43,4
2007724,EK,1760-05-28 00:00:00.000,43,4
2007725,EK,1760-05-28 00:00:00.000,43,4
2007726,EK,1760-05-28 00:00:00.000,43,4
2007727,EK,1760-05-28 00:00:00.000,43,4
2007728,EK,1760-05-28 00:00:00.000,43,5
2007729,EK,1760-05-28 00:00:00.000,43,5
2007730,EK,1760-05-28 00:00:00.000,43,5
2007731,EK,1760-05-28 00:00:00.000,43,5
2007732,EK,1760-05-28 00:00:00.000,43,5
2007733,EK,1760-05-28 00:00:00.000,43,6
