"ID","Coder","Ausgabe","Nummer","Seite"
1004946,mf,1757-11-16 00:00:00.000,92,15
1004947,mf,1757-11-19 00:00:00.000,93,1
1004948,mf,1757-11-19 00:00:00.000,93,1
1004949,MF,1757-11-19 00:00:00.000,93,2
1004950,MF,1757-11-19 00:00:00.000,93,2
1004951,mf,1757-11-19 00:00:00.000,93,2
1004952,mf,1757-11-19 00:00:00.000,93,2
1004953,mf,1757-11-19 00:00:00.000,93,2
1004954,mf,1757-11-19 00:00:00.000,93,2
1004955,mf,1757-11-19 00:00:00.000,93,2
1004956,mf,1757-11-19 00:00:00.000,93,2
1004957,mf,1757-11-19 00:00:00.000,93,2
1004958,mf,1757-11-19 00:00:00.000,93,2
1004959,mf,1757-11-19 00:00:00.000,93,2
1004960,mf,1757-11-19 00:00:00.000,93,3
1004961,mf,1757-11-19 00:00:00.000,93,3
1004962,mf,1757-11-19 00:00:00.000,93,3
1004963,mf,1757-11-19 00:00:00.000,93,3
1004964,mf,1757-11-19 00:00:00.000,93,3
1004965,mf,1757-11-19 00:00:00.000,93,3
1004966,mf,1757-11-19 00:00:00.000,93,3
1004967,mf,1757-11-19 00:00:00.000,93,3
1004968,mf,1757-11-19 00:00:00.000,93,3
1004969,mf,1757-11-19 00:00:00.000,93,4
1004970,mf,1757-11-19 00:00:00.000,93,4
1004971,mf,1757-11-19 00:00:00.000,93,4
1004972,mf,1757-11-19 00:00:00.000,93,4
1004973,mf,1757-11-19 00:00:00.000,93,4
1004974,mf,1757-11-19 00:00:00.000,93,4
1004975,mf,1757-11-19 00:00:00.000,93,4
1004976,mf,1757-11-19 00:00:00.000,93,5
1004977,mf,1757-11-19 00:00:00.000,93,5
1004978,mf,1757-11-19 00:00:00.000,93,5
1004979,mf,1757-11-19 00:00:00.000,93,5
1004980,mf,1757-11-19 00:00:00.000,93,5
1004981,mf,1757-11-19 00:00:00.000,93,6
1004982,mf,1757-11-19 00:00:00.000,93,7
1004983,mf,1757-11-19 00:00:00.000,93,8
1004984,mf,1757-11-19 00:00:00.000,93,8
1004985,mf,1757-11-19 00:00:00.000,93,8
1004986,mf,1757-11-19 00:00:00.000,93,9
1004987,mf,1757-11-19 00:00:00.000,93,9
1004988,mf,1757-11-19 00:00:00.000,93,9
1004989,mf,1757-11-19 00:00:00.000,93,9
1004990,mf,1757-11-19 00:00:00.000,93,9
1004991,mf,1757-11-19 00:00:00.000,93,9
1004992,mf,1757-11-19 00:00:00.000,93,9
1004993,mf,1757-11-19 00:00:00.000,93,9
1004994,mf,1757-11-19 00:00:00.000,93,9
1004995,mf,1757-11-19 00:00:00.000,93,10
1004996,mf,1757-11-19 00:00:00.000,93,10
1004997,mf,1757-11-19 00:00:00.000,93,11
1004998,mf,1757-11-19 00:00:00.000,93,11
1004999,mf,1757-11-19 00:00:00.000,93,15
1005000,mf,1757-11-19 00:00:00.000,93,15
1005001,mf,1757-11-23 00:00:00.000,94,1
1005002,mf,1757-11-23 00:00:00.000,94,1
1005003,mf,1757-11-23 00:00:00.000,94,1
1005004,mf,1757-11-23 00:00:00.000,94,1
1005005,mf,1757-11-23 00:00:00.000,94,1
1005006,mf,1757-11-23 00:00:00.000,94,1
1005007,mf,1757-11-23 00:00:00.000,94,2
1005008,mf,1757-11-23 00:00:00.000,94,2
1005009,mf,1757-11-23 00:00:00.000,94,2
1005010,mf,1757-11-23 00:00:00.000,94,2
1005011,mf,1757-11-23 00:00:00.000,94,2
1005012,mf,1757-11-23 00:00:00.000,94,2
1005013,mf,1757-11-23 00:00:00.000,94,2
1005014,mf,1757-11-23 00:00:00.000,94,2
1005015,mf,1757-11-23 00:00:00.000,94,3
1005016,mf,1757-11-23 00:00:00.000,94,3
1005017,mf,1757-11-23 00:00:00.000,94,3
1005018,mf,1757-11-23 00:00:00.000,94,3
1005019,mf,1757-11-23 00:00:00.000,94,3
1005020,mf,1757-11-23 00:00:00.000,94,3
1005021,mf,1757-11-23 00:00:00.000,94,3
1005022,mf,1757-11-23 00:00:00.000,94,3
1005023,mf,1757-11-23 00:00:00.000,94,4
1005024,mf,1757-11-23 00:00:00.000,94,4
1005025,mf,1757-11-23 00:00:00.000,94,4
1005026,mf,1757-11-23 00:00:00.000,94,4
1005027,mf,1757-11-23 00:00:00.000,94,4
1005028,mf,1757-11-23 00:00:00.000,94,4
1005029,mf,1757-11-23 00:00:00.000,94,4
1005030,mf,1757-11-23 00:00:00.000,94,4
1005031,mf,1757-11-23 00:00:00.000,94,4
1005032,mf,1757-11-23 00:00:00.000,94,4
1005033,mf,1757-11-23 00:00:00.000,94,4
1005034,mf,1757-11-23 00:00:00.000,94,4
1005035,mf,1757-11-23 00:00:00.000,94,5
1005036,mf,1757-11-23 00:00:00.000,94,5
1005037,mf,1757-11-23 00:00:00.000,94,7
1005038,mf,1757-11-23 00:00:00.000,94,7
1005039,mf,1757-11-23 00:00:00.000,94,7
1005040,mf,1757-11-23 00:00:00.000,94,7
1005041,mf,1757-11-23 00:00:00.000,94,8
1005042,mf,1757-11-23 00:00:00.000,94,8
1005043,mf,1757-11-23 00:00:00.000,94,8
1005044,mf,1757-11-23 00:00:00.000,94,9
1005045,mf,1757-11-23 00:00:00.000,94,8
1005046,mf,1757-11-23 00:00:00.000,94,9
1005047,mf,1757-11-23 00:00:00.000,94,9
1005048,mf,1757-11-23 00:00:00.000,94,11
1005049,mf,1757-11-23 00:00:00.000,94,14
1005050,mf,1757-11-23 00:00:00.000,94,15
1005051,mf,1757-11-26 00:00:00.000,95,1
1005052,mf,1757-11-26 00:00:00.000,95,1
1005053,mf,1757-11-26 00:00:00.000,95,1
1005054,mf,1757-11-26 00:00:00.000,95,2
1005055,mf,1757-11-26 00:00:00.000,95,2
1005056,mf,1757-11-26 00:00:00.000,95,2
1005057,mf,1757-11-26 00:00:00.000,95,2
1005058,mf,1757-11-26 00:00:00.000,95,2
1005059,mf,1757-11-26 00:00:00.000,95,2
1005060,mf,1757-11-26 00:00:00.000,95,2
1005061,mf,1757-11-26 00:00:00.000,95,2
1005062,mf,1757-11-26 00:00:00.000,95,3
1005063,mf,1757-11-26 00:00:00.000,95,3
1005064,mf,1757-11-26 00:00:00.000,95,3
1005065,mf,1757-11-26 00:00:00.000,95,3
1005066,mf,1757-11-26 00:00:00.000,95,3
1005067,mf,1757-11-26 00:00:00.000,95,3
1005068,mf,1757-11-26 00:00:00.000,95,3
1005069,mf,1757-11-26 00:00:00.000,95,3
1005070,mf,1757-11-26 00:00:00.000,95,4
1005071,mf,1757-11-26 00:00:00.000,95,4
1005072,mf,1757-11-26 00:00:00.000,95,4
1005073,mf,1757-11-26 00:00:00.000,95,4
1005074,mf,1757-11-26 00:00:00.000,95,4
1005075,mf,1757-11-26 00:00:00.000,95,4
1005076,mf,1757-11-26 00:00:00.000,95,5
1005077,mf,1757-11-26 00:00:00.000,95,5
1005078,mf,1757-11-26 00:00:00.000,95,5
1005079,mf,1757-11-26 00:00:00.000,95,5
1005080,mf,1757-11-26 00:00:00.000,95,5
1005081,mf,1757-11-26 00:00:00.000,95,5
1005082,mf,1757-11-26 00:00:00.000,95,5
1005083,mf,1757-11-26 00:00:00.000,95,5
1005084,mf,1757-11-26 00:00:00.000,95,6
1005085,mf,1757-11-26 00:00:00.000,95,6
1005086,mf,1757-11-26 00:00:00.000,95,7
1005087,mf,1757-11-26 00:00:00.000,95,7
1005088,mf,1757-11-26 00:00:00.000,95,8
1005089,mf,1757-11-26 00:00:00.000,95,8
1005090,mf,1757-11-26 00:00:00.000,95,8
1005091,mf,1757-11-26 00:00:00.000,95,9
1005092,mf,1757-11-26 00:00:00.000,95,9
1005093,mf,1757-11-26 00:00:00.000,95,10
1005094,mf,1757-11-26 00:00:00.000,95,10
1005095,mf,1757-11-26 00:00:00.000,95,12
1005096,mf,1757-11-26 00:00:00.000,95,12
1005097,mf,1757-11-26 00:00:00.000,95,12
1005098,mf,1757-11-26 00:00:00.000,95,13
1005099,mf,1757-11-26 00:00:00.000,95,14
1005100,mf,1757-11-26 00:00:00.000,95,14
1005101,mf,1757-11-26 00:00:00.000,95,15
1005102,mf,1757-11-30 00:00:00.000,96,1
1005103,mf,1757-11-30 00:00:00.000,96,1
1005104,mf,1757-11-30 00:00:00.000,96,1
1005105,mf,1757-11-30 00:00:00.000,96,1
1005106,mf,1757-11-30 00:00:00.000,96,1
1005107,mf,1757-11-30 00:00:00.000,96,1
1005108,mf,1757-11-30 00:00:00.000,96,1
1005109,mf,1757-11-30 00:00:00.000,96,1
1005110,mf,1757-11-30 00:00:00.000,96,2
1005111,mf,1757-11-30 00:00:00.000,96,2
1005112,mf,1757-11-30 00:00:00.000,96,2
1005113,mf,1757-11-30 00:00:00.000,96,2
1005114,mf,1757-11-30 00:00:00.000,96,2
1005115,mf,1757-11-30 00:00:00.000,96,2
1005116,mf,1757-11-30 00:00:00.000,96,2
1005117,mf,1757-11-30 00:00:00.000,96,3
1005118,mf,1757-11-30 00:00:00.000,96,3
1005119,mf,1757-11-30 00:00:00.000,96,3
1005120,mf,1757-11-30 00:00:00.000,96,3
1005121,mf,1757-11-30 00:00:00.000,96,3
1005122,mf,1757-11-30 00:00:00.000,96,3
1005123,mf,1757-11-30 00:00:00.000,96,3
1005124,mf,1757-11-30 00:00:00.000,96,3
1005125,mf,1757-11-30 00:00:00.000,96,3
1005126,mf,1757-11-30 00:00:00.000,96,4
1005127,mf,1757-11-30 00:00:00.000,96,4
1005128,mf,1757-11-30 00:00:00.000,96,4
1005129,mf,1757-11-30 00:00:00.000,96,4
1005130,mf,1757-11-30 00:00:00.000,96,4
1005131,mf,1757-11-30 00:00:00.000,96,4
1005132,mf,1757-11-30 00:00:00.000,96,4
1005133,mf,1757-11-30 00:00:00.000,96,4
1005134,mf,1757-11-30 00:00:00.000,96,4
1005135,mf,1757-11-30 00:00:00.000,96,5
1005136,mf,1757-11-30 00:00:00.000,96,5
1005137,mf,1757-11-30 00:00:00.000,96,5
1005138,mf,1757-11-30 00:00:00.000,96,5
1005139,mf,1757-11-30 00:00:00.000,96,5
1005140,mf,1757-11-30 00:00:00.000,96,6
1005141,mf,1757-11-30 00:00:00.000,96,8
1005142,mf,1757-11-30 00:00:00.000,96,8
1005143,mf,1757-11-30 00:00:00.000,96,9
1005144,mf,1757-11-30 00:00:00.000,96,11
1005145,mf,1757-11-30 00:00:00.000,96,13
1005146,MF,1757-12-03 00:00:00.000,97,1
1005147,MF,1757-12-03 00:00:00.000,97,1
1005148,MF,1757-12-03 00:00:00.000,97,1
1005149,MF,1757-12-03 00:00:00.000,97,1
1005150,MF,1757-12-03 00:00:00.000,97,2
1005151,MF,1757-12-03 00:00:00.000,97,2
1005152,MF,1757-12-03 00:00:00.000,97,2
1005153,MF,1757-12-03 00:00:00.000,97,2
1005154,MF,1757-12-03 00:00:00.000,97,2
1005155,MF,1757-12-03 00:00:00.000,97,2
1005156,MF,1757-12-03 00:00:00.000,97,2
1005157,MF,1757-12-03 00:00:00.000,97,2
1005158,MF,1757-12-03 00:00:00.000,97,3
1005159,MF,1757-12-03 00:00:00.000,97,3
1005160,MF,1757-12-03 00:00:00.000,97,3
1005161,MF,1757-12-03 00:00:00.000,97,3
1005162,MF,1757-12-03 00:00:00.000,97,3
1005163,MF,1757-12-03 00:00:00.000,97,3
1005164,MF,1757-12-03 00:00:00.000,97,3
1005165,MF,1757-12-03 00:00:00.000,97,3
1005166,MF,1757-12-03 00:00:00.000,97,4
1005167,MF,1757-12-03 00:00:00.000,97,4
1005168,MF,1757-12-03 00:00:00.000,97,4
1005169,MF,1757-12-03 00:00:00.000,97,4
1005170,MF,1757-12-03 00:00:00.000,97,4
1005171,MF,1757-12-03 00:00:00.000,97,4
1005172,MF,1757-12-03 00:00:00.000,97,5
1005173,MF,1757-12-03 00:00:00.000,97,5
1005174,MF,1757-12-03 00:00:00.000,97,5
1005175,MF,1757-12-03 00:00:00.000,97,5
1005176,MF,1757-12-03 00:00:00.000,97,5
1005177,MF,1757-12-03 00:00:00.000,97,5
1005178,MF,1757-12-03 00:00:00.000,97,5
1005179,MF,1757-12-03 00:00:00.000,97,6
1005180,MF,1757-12-03 00:00:00.000,97,7
1005181,MF,1757-12-03 00:00:00.000,97,8
1005182,MF,1757-12-03 00:00:00.000,97,8
1005183,MF,1757-12-03 00:00:00.000,97,8
1005184,MF,1757-12-03 00:00:00.000,97,9
1005185,mf,1757-12-03 00:00:00.000,97,11
1005186,mf,1757-12-03 00:00:00.000,97,15
1005187,mf,1757-12-07 00:00:00.000,98,1
1005188,mf,1757-12-07 00:00:00.000,98,2
1005189,mf,1757-12-07 00:00:00.000,98,2
1005190,mf,1757-12-07 00:00:00.000,98,2
1005191,mf,1757-12-07 00:00:00.000,98,2
1005192,mf,1757-12-07 00:00:00.000,98,2
1005193,mf,1757-12-07 00:00:00.000,98,2
1005194,mf,1757-12-07 00:00:00.000,98,2
1005195,mf,1757-12-07 00:00:00.000,98,3
1005196,mf,1757-12-07 00:00:00.000,98,3
1005197,mf,1757-12-07 00:00:00.000,98,3
1005198,mf,1757-12-07 00:00:00.000,98,3
1005199,mf,1757-12-07 00:00:00.000,98,4
1005200,mf,1757-12-07 00:00:00.000,98,4
1005201,mf,1757-12-07 00:00:00.000,98,4
1005202,mf,1757-12-07 00:00:00.000,98,4
1005203,mf,1757-12-07 00:00:00.000,98,4
1005204,mf,1757-12-07 00:00:00.000,98,4
1005205,mf,1757-12-07 00:00:00.000,98,5
1005206,mf,1757-12-07 00:00:00.000,98,5
1005207,mf,1757-12-07 00:00:00.000,98,5
1005208,mf,1757-12-07 00:00:00.000,98,5
1005209,mf,1757-12-07 00:00:00.000,98,5
1005210,mf,1757-12-07 00:00:00.000,98,5
1005211,mf,1757-12-07 00:00:00.000,98,5
1005212,mf,1757-12-07 00:00:00.000,98,6
1005213,mf,1757-12-07 00:00:00.000,98,6
1005214,mf,1757-12-07 00:00:00.000,98,7
1005215,mf,1757-12-07 00:00:00.000,98,8
1005216,mf,1757-12-07 00:00:00.000,98,8
1005217,mf,1757-12-07 00:00:00.000,98,8
1005218,mf,1757-12-07 00:00:00.000,98,8
1005219,mf,1757-12-07 00:00:00.000,98,9
1005220,mf,1757-12-07 00:00:00.000,98,13
1005221,mf,1757-12-10 00:00:00.000,99,1
1005222,mf,1757-12-10 00:00:00.000,99,1
1005223,mf,1757-12-10 00:00:00.000,99,1
1005224,mf,1757-12-10 00:00:00.000,99,1
1005225,mf,1757-12-10 00:00:00.000,99,2
1005226,mf,1757-12-10 00:00:00.000,99,2
1005227,mf,1757-12-10 00:00:00.000,99,2
1005228,mf,1757-12-10 00:00:00.000,99,2
1005229,mf,1757-12-10 00:00:00.000,99,2
1005230,mf,1757-12-10 00:00:00.000,99,3
1005231,mf,1757-12-10 00:00:00.000,99,3
1005232,mf,1757-12-10 00:00:00.000,99,3
1005233,mf,1757-12-10 00:00:00.000,99,3
1005234,mf,1757-12-10 00:00:00.000,99,3
1005235,mf,1757-12-10 00:00:00.000,99,4
1005236,mf,1757-12-10 00:00:00.000,99,4
1005237,mf,1757-12-10 00:00:00.000,99,4
1005238,mf,1757-12-10 00:00:00.000,99,4
1005239,mf,1757-12-10 00:00:00.000,99,4
1005240,mf,1757-12-10 00:00:00.000,99,4
1005241,mf,1757-12-10 00:00:00.000,99,4
1005242,mf,1757-12-10 00:00:00.000,99,5
1005243,mf,1757-12-10 00:00:00.000,99,5
1005244,mf,1757-12-10 00:00:00.000,99,5
1005245,mf,1757-12-10 00:00:00.000,99,5
1005246,mf,1757-12-10 00:00:00.000,99,5
1005247,mf,1757-12-10 00:00:00.000,99,5
1005248,mf,1757-12-10 00:00:00.000,99,7
1005249,mf,1757-12-10 00:00:00.000,99,7
1005250,mf,1757-12-10 00:00:00.000,99,7
1005251,mf,1757-12-10 00:00:00.000,99,8
1005252,mf,1757-12-10 00:00:00.000,99,9
1005253,mf,1757-12-10 00:00:00.000,99,9
1005254,mf,1757-12-10 00:00:00.000,99,9
1005255,mf,1757-12-10 00:00:00.000,99,11
1005256,mf,1757-12-10 00:00:00.000,99,17
1005257,mf,1757-12-10 00:00:00.000,99,19
1005258,mf,1757-12-14 00:00:00.000,100,1
1005259,mf,1757-12-14 00:00:00.000,100,1
1005260,mf,1757-12-14 00:00:00.000,100,1
1005261,mf,1757-12-14 00:00:00.000,100,1
1005262,mf,1757-12-14 00:00:00.000,100,1
1005263,mf,1757-12-14 00:00:00.000,100,1
1005264,mf,1757-12-14 00:00:00.000,100,1
1005265,mf,1757-12-14 00:00:00.000,100,2
1005266,mf,1757-12-14 00:00:00.000,100,2
1005267,mf,1757-12-14 00:00:00.000,100,2
1005268,mf,1757-12-14 00:00:00.000,100,3
1005269,mf,1757-12-14 00:00:00.000,100,3
1005270,mf,1757-12-14 00:00:00.000,100,3
1005271,mf,1757-12-14 00:00:00.000,100,3
1005272,mf,1757-12-14 00:00:00.000,100,4
1005273,mf,1757-12-14 00:00:00.000,100,4
1005274,mf,1757-12-14 00:00:00.000,100,5
1005275,mf,1757-12-14 00:00:00.000,100,5
1005276,mf,1757-12-14 00:00:00.000,100,5
1005277,mf,1757-12-14 00:00:00.000,100,5
1005278,mf,1757-12-14 00:00:00.000,100,5
1005279,mf,1757-12-14 00:00:00.000,100,5
1005280,mf,1757-12-14 00:00:00.000,100,5
1005281,mf,1757-12-14 00:00:00.000,100,5
1005282,mf,1757-12-14 00:00:00.000,100,5
1005283,mf,1757-12-14 00:00:00.000,100,5
1005284,mf,1757-12-14 00:00:00.000,100,6
1005285,mf,1757-12-14 00:00:00.000,100,6
1005286,mf,1757-12-14 00:00:00.000,100,6
1005287,mf,1757-12-14 00:00:00.000,100,7
1005288,mf,1757-12-14 00:00:00.000,100,9
1005289,mf,1757-12-14 00:00:00.000,100,10
1005290,mf,1757-12-14 00:00:00.000,100,10
1005291,mf,1757-12-14 00:00:00.000,100,10
1005292,mf,1757-12-14 00:00:00.000,100,11
1005293,mf,1757-12-14 00:00:00.000,100,12
1005294,mf,1757-12-17 00:00:00.000,101,1
1005295,mf,1757-12-17 00:00:00.000,101,1
1005296,mf,1757-12-17 00:00:00.000,101,2
1005297,mf,1757-12-17 00:00:00.000,101,2
1005298,mf,1757-12-17 00:00:00.000,101,2
1005299,mf,1757-12-17 00:00:00.000,101,2
1005300,mf,1757-12-17 00:00:00.000,101,2
1005301,mf,1757-12-17 00:00:00.000,101,2
1005302,mf,1757-12-17 00:00:00.000,101,2
1005303,mf,1757-12-17 00:00:00.000,101,2
1005304,mf,1757-12-17 00:00:00.000,101,2
1005305,mf,1757-12-17 00:00:00.000,101,3
1005306,mf,1757-12-17 00:00:00.000,101,3
1005307,mf,1757-12-17 00:00:00.000,101,3
1005308,mf,1757-12-17 00:00:00.000,101,3
1005309,mf,1757-12-17 00:00:00.000,101,3
1005310,mf,1757-12-17 00:00:00.000,101,4
1005311,mf,1757-12-17 00:00:00.000,101,4
1005312,mf,1757-12-17 00:00:00.000,101,4
1005313,mf,1757-12-17 00:00:00.000,101,4
1005314,mf,1757-12-17 00:00:00.000,101,5
1005315,mf,1757-12-17 00:00:00.000,101,5
1005316,mf,1757-12-17 00:00:00.000,101,5
1005317,mf,1757-12-17 00:00:00.000,101,6
1005318,mf,1757-12-17 00:00:00.000,101,6
1005319,mf,1757-12-17 00:00:00.000,101,6
1005320,mf,1757-12-17 00:00:00.000,101,6
1005321,mf,1757-12-17 00:00:00.000,101,8
1005322,mf,1757-12-17 00:00:00.000,101,8
1005323,mf,1757-12-17 00:00:00.000,101,8
1005324,mf,1757-12-17 00:00:00.000,101,8
1005325,mf,1757-12-17 00:00:00.000,101,8
1005326,mf,1757-12-17 00:00:00.000,101,9
1005327,mf,1757-12-17 00:00:00.000,101,10
1005328,mf,1757-12-17 00:00:00.000,101,11
1005329,mf,1757-12-17 00:00:00.000,101,13
1005330,mf,1757-12-21 00:00:00.000,102,1
1005331,mf,1757-12-21 00:00:00.000,102,1
1005332,mf,1757-12-21 00:00:00.000,102,1
1005333,mf,1757-12-21 00:00:00.000,102,2
1005334,mf,1757-12-21 00:00:00.000,102,2
1005335,mf,1757-12-21 00:00:00.000,102,2
1005336,mf,1757-12-21 00:00:00.000,102,2
1005337,mf,1757-12-21 00:00:00.000,102,2
1005338,mf,1757-12-21 00:00:00.000,102,3
1005339,mf,1757-12-21 00:00:00.000,102,3
1005340,mf,1757-12-21 00:00:00.000,102,3
1005341,mf,1757-12-21 00:00:00.000,102,3
1005342,mf,1757-12-21 00:00:00.000,102,3
1005343,mf,1757-12-21 00:00:00.000,102,3
1005344,mf,1757-12-21 00:00:00.000,102,3
1005345,mf,1757-12-21 00:00:00.000,102,3
1005346,mf,1757-12-21 00:00:00.000,102,3
1005347,mf,1757-12-21 00:00:00.000,102,4
1005348,mf,1757-12-21 00:00:00.000,102,4
1005349,mf,1757-12-21 00:00:00.000,102,4
1005350,mf,1757-12-21 00:00:00.000,102,4
1005351,mf,1757-12-21 00:00:00.000,102,4
1005352,mf,1757-12-21 00:00:00.000,102,4
1005353,mf,1757-12-21 00:00:00.000,102,4
1005354,mf,1757-12-21 00:00:00.000,102,4
1005355,mf,1757-12-21 00:00:00.000,102,4
1005356,mf,1757-12-21 00:00:00.000,102,4
1005357,mf,1757-12-21 00:00:00.000,102,4
1005358,mf,1757-12-21 00:00:00.000,102,4
1005359,mf,1757-12-21 00:00:00.000,102,4
1005360,mf,1757-12-21 00:00:00.000,102,5
1005361,mf,1757-12-21 00:00:00.000,102,5
1005362,mf,1757-12-21 00:00:00.000,102,5
1005363,mf,1757-12-21 00:00:00.000,102,5
1005364,mf,1757-12-21 00:00:00.000,102,5
1005365,mf,1757-12-21 00:00:00.000,102,5
1005366,mf,1757-12-21 00:00:00.000,102,8
1005367,mf,1757-12-21 00:00:00.000,102,8
1005368,mf,1757-12-21 00:00:00.000,102,8
1005369,mf,1757-12-21 00:00:00.000,102,8
1005370,mf,1757-12-21 00:00:00.000,102,9
1005371,mf,1757-12-21 00:00:00.000,102,9
1005372,mf,1757-12-21 00:00:00.000,102,11
1005373,mf,1757-12-24 00:00:00.000,103,1
1005374,mf,1757-12-24 00:00:00.000,103,1
1005376,mf,1757-12-24 00:00:00.000,103,2
1005377,mf,1757-12-24 00:00:00.000,103,2
1005378,mf,1757-12-24 00:00:00.000,103,3
1005379,mf,1757-12-24 00:00:00.000,103,3
1005380,mf,1757-12-24 00:00:00.000,103,3
1005381,mf,1757-12-24 00:00:00.000,103,3
1005382,mf,1757-12-24 00:00:00.000,103,3
1005383,mf,1757-12-24 00:00:00.000,103,3
1005384,mf,1757-12-24 00:00:00.000,103,3
1005385,mf,1757-12-24 00:00:00.000,103,3
1005386,mf,1757-12-24 00:00:00.000,103,4
1005387,mf,1757-12-24 00:00:00.000,103,4
1005388,mf,1757-12-24 00:00:00.000,103,4
1005389,mf,1757-12-24 00:00:00.000,103,4
1005390,mf,1757-12-24 00:00:00.000,103,4
1005391,mf,1757-12-24 00:00:00.000,103,5
1005392,mf,1757-12-24 00:00:00.000,103,5
1005393,mf,1757-12-24 00:00:00.000,103,5
1005394,mf,1757-12-24 00:00:00.000,103,5
1005395,mf,1757-12-24 00:00:00.000,103,7
1005396,mf,1757-12-24 00:00:00.000,103,7
1005397,mf,1757-12-24 00:00:00.000,103,7
1005398,mf,1757-12-24 00:00:00.000,103,8
1005399,mf,1757-12-24 00:00:00.000,103,9
1005400,mf,1757-12-24 00:00:00.000,103,10
1005401,mf,1757-12-24 00:00:00.000,103,10
1005402,mf,1757-12-24 00:00:00.000,103,10
1005403,mf,1757-12-28 00:00:00.000,104,1
1005404,mf,1757-12-28 00:00:00.000,104,1
1005405,mf,1757-12-28 00:00:00.000,104,1
1005406,mf,1757-12-28 00:00:00.000,104,2
1005407,mf,1757-12-28 00:00:00.000,104,2
1005408,mf,1757-12-28 00:00:00.000,104,2
1005409,mf,1757-12-28 00:00:00.000,104,2
1005410,mf,1757-12-28 00:00:00.000,104,2
1005411,mf,1757-12-28 00:00:00.000,104,2
1005412,mf,1757-12-28 00:00:00.000,104,3
1005413,mf,1757-12-28 00:00:00.000,104,3
1005414,mf,1757-12-28 00:00:00.000,104,3
1005415,mf,1757-12-28 00:00:00.000,104,3
1005416,mf,1757-12-28 00:00:00.000,104,3
1005417,mf,1757-12-28 00:00:00.000,104,3
1005418,mf,1757-12-28 00:00:00.000,104,3
1005419,mf,1757-12-28 00:00:00.000,104,3
1005420,mf,1757-12-28 00:00:00.000,104,4
1005421,mf,1757-12-28 00:00:00.000,104,4
1005422,mf,1757-12-28 00:00:00.000,104,4
1005423,mf,1757-12-28 00:00:00.000,104,4
1005424,mf,1757-12-28 00:00:00.000,104,4
1005425,mf,1757-12-28 00:00:00.000,104,4
1005426,mf,1757-12-28 00:00:00.000,104,4
1005427,mf,1757-12-28 00:00:00.000,104,4
1005428,mf,1757-12-28 00:00:00.000,104,5
1005429,mf,1757-12-28 00:00:00.000,104,5
1005430,mf,1757-12-28 00:00:00.000,104,5
1005431,mf,1757-12-28 00:00:00.000,104,5
1005432,mf,1757-12-28 00:00:00.000,104,8
1005433,mf,1757-12-28 00:00:00.000,104,8
1005434,mf,1757-12-28 00:00:00.000,104,9
1005435,mf,1757-12-28 00:00:00.000,104,11
1005436,mf,1757-12-31 00:00:00.000,105,1
1005437,mf,1757-12-31 00:00:00.000,105,1
1005438,mf,1757-12-31 00:00:00.000,105,2
1005439,mf,1757-12-31 00:00:00.000,105,2
1005440,mf,1757-12-31 00:00:00.000,105,2
1005441,mf,1757-12-31 00:00:00.000,105,2
1005442,mf,1757-12-31 00:00:00.000,105,2
1005443,mf,1757-12-31 00:00:00.000,105,2
1005444,mf,1757-12-31 00:00:00.000,105,3
1005445,mf,1757-12-31 00:00:00.000,105,3
1005446,mf,1757-12-31 00:00:00.000,105,3
1005447,mf,1757-12-31 00:00:00.000,105,3
1005448,mf,1757-12-31 00:00:00.000,105,3
1005449,mf,1757-12-31 00:00:00.000,105,3
1005450,mf,1757-12-31 00:00:00.000,105,3
1005451,mf,1757-12-31 00:00:00.000,105,3
1005452,mf,1757-12-31 00:00:00.000,105,3
1005453,mf,1757-12-31 00:00:00.000,105,4
1005454,mf,1757-12-31 00:00:00.000,105,4
1005455,mf,1757-12-31 00:00:00.000,105,4
1005456,mf,1757-12-31 00:00:00.000,105,4
1005457,mf,1757-12-31 00:00:00.000,105,4
1005458,mf,1757-12-31 00:00:00.000,105,4
1005459,mf,1757-12-31 00:00:00.000,105,4
1005460,mf,1757-12-31 00:00:00.000,105,4
1005461,mf,1757-12-31 00:00:00.000,105,4
1005462,mf,1757-12-31 00:00:00.000,105,4
1005463,mf,1757-12-31 00:00:00.000,105,4
1005464,mf,1757-12-31 00:00:00.000,105,5
1005465,mf,1757-12-31 00:00:00.000,105,5
1005466,mf,1757-12-31 00:00:00.000,105,5
1005467,mf,1757-12-31 00:00:00.000,105,5
1005468,mf,1757-12-31 00:00:00.000,105,6
1005469,mf,1757-12-31 00:00:00.000,105,6
1005470,mf,1757-12-31 00:00:00.000,105,6
1005471,mf,1757-12-31 00:00:00.000,105,7
1005472,mf,1757-12-31 00:00:00.000,105,7
1005473,mf,1757-12-31 00:00:00.000,105,8
1005474,mf,1757-12-31 00:00:00.000,105,9
1005475,mf,1757-12-31 00:00:00.000,105,10
1005476,mf,1757-12-31 00:00:00.000,105,10
1005477,mf,1757-12-31 00:00:00.000,105,10
1005478,mf,1762-01-01 00:00:00.000,1,1
1005479,mf,1762-01-01 00:00:00.000,1,1
1005480,mf,1762-01-01 00:00:00.000,1,1
1005481,mf,1762-01-01 00:00:00.000,1,1
1005482,mf,1762-01-01 00:00:00.000,1,1
1005483,mf,1762-01-01 00:00:00.000,1,2
